Word,Level,Guideword,Part of Speech,Topic
smell of,B1,,phrase,
smile,B1,,verb,"communication, people: actions, people: personality"
smog,C1,,noun,
smoke,A1,,verb,people: actions
smoker,B2,,noun,people: actions
smoking,A1,,noun,people: actions
smoky,C2,,adjective,
smooth,B1,REGULAR SURFACE,adjective,describing things
smoothly,B2,WITHOUT PROBLEMS,adverb,
smuggle,C1,,verb,crime
snack,A2,,noun,food and drink
snake,A2,,noun,animals
snap,C2,BREAK,verb,people: actions
snap open,C2,,phrase,people: actions
snatch,C2,,verb,people: actions
sneak a look,C2,,phrase,people: actions
sneak into,C2,,phrase,people: actions
sneaker,A2,,noun,clothes
sneeze,B2,,verb,"body and health, people: actions"
sniff,C2,MAKE A NOISE,verb,people: actions
snob,C2,,noun,people: personality
snobbish,C2,,adjective,people: personality
snore,B2,,verb,people: actions
snow,A1,,noun,natural world
snow in,C2,,phrase,
snow under,C2,,phrase,
snowboard,B1,,noun,shopping
snowboarding,A2,,noun,"people: actions, shopping"
so,A2,VERY,adverb,communication
so - call,B2,KNOWN AS,adjective,
so as not to do,C1,,phrase,
so as to,B2,,phrase,
so be mine,B1,,phrase,
so do we,B1,,phrase,
so far,B1,,phrase,
so far so good,C2,,phrase,
so have I,B1,,phrase,
so long as,B1,,phrase,communication
so much,A2,,phrase,describing things
so much for,C2,,phrase,
so to speak,C2,,phrase,communication
soak,B2,PUT IN LIQUID,verb,people: actions
soak up or soak up,B2,,phrasal verb,
soap,A2,FOR WASHING,noun,
soap opera,B1,,noun,arts and media
soar,C1,,adjective,
sob,B2,,verb,"people: actions, people: personality"
sober,C2,NOT DRUNK,adjective,
soccer,A2,,noun,shopping
sociable,B1,,adjective,"people: personality, relationships"
social,B1,GOING OUT,adjective,
social networking,B1,,noun,technology
social order,C2,,phrase,
socialism,C2,,noun,politics
socialist,C1,,noun,politics
socialize,B2,,verb,relationships
society,B1,PEOPLE,noun,
sock,A2,,noun,clothes
sofa,A2,,noun,buildings
soft,A2,NOT HARD,adjective,describing things
soft drink,A2,,noun,food and drink
softly,B1,,adverb,
softness,B2,,noun,describing things
software,A2,,noun,technology
soil,B2,,noun,natural world
solar,B2,,adjective,natural world
soldier,B1,,noun,
sole,C1,,adjective,
solely,C1,,adverb,
solid,B2,HARD,adjective,describing things
solid gold,C1,,phrase,
solidarity,C1,,noun,
solitary,C2,DONE ALONE,adjective,
solitude,C1,,noun,
solo,B2,,noun,arts and media
solution,B1,,noun,
solve,B1,,verb,
some,A1,UNKNOWN AMOUNT,determiner,describing things
some day,B1,,phrase,
some degree of,C2,,phrase,
some kind of,B1,,phrase,
some resemblance to,C2,,phrase,describing things
some use,B2,,phrase,
somebody,A2,,pronoun,
somehow,B1,WAY NOT KNOWN,adverb,
someone,A2,,pronoun,
someplace,B1,,adverb,
something,A1,THING,pronoun,describing things
something against,C1,,phrase,
something like,C2,,phrase,
something of a,C2,,phrase,
sometimes,A1,,adverb,
somewhat,C1,,adverb,
somewhere,A2,PLACE,adverb,
somewhere around,B2,,phrase,describing things
son,A1,,noun,relationships
son - in - law,B2,,noun,relationships
song,A2,,noun,arts and media
soon,A1,,phrase,communication
soon as possible,A2,,phrase,
soon or later,B2,,phrase,
soothing,C2,,adjective,describing things
sophisticated,B2,WITH EXPERIENCE,adjective,people: personality
sore,B1,PAINFUL,adjective,body and health
sorrow,C2,,noun,people: personality
sorry,A1,APOLOGY,adjective,communication
sort,A2,TYPE,noun,
sort of,B2,,phrase,describing things
sort out or sort out,B2,SOLVE PROBLEM,phrasal verb,people: actions
soul,A2,MUSIC,noun,people: personality
sound,A2,,noun,
sound angry,B2,,phrase,people: personality
sound good,A2,,phrase,
sound like,B1,,phrase,
soundtrack,B2,,noun,arts and media
soup,A1,,noun,food and drink
sour,B1,,adjective,food and drink
source,B2,COME FROM,noun,
south,A2,DIRECTION,noun,
southeast,B1,,noun,
southern,B1,,adjective,
southwest,B1,,adjective,
souvenir,B1,,noun,travel
sow,C1,,verb,people: actions
soy,C1,,noun,
space,A2,EMPTY PLACE,noun,
spacious,C1,,adjective,describing things
spam,C1,,noun,technology
spanish,C1,,phrase,communication
spare,B1,EXTRA,adjective,
spare a thought for,C2,,phrase,
spare no effort,C2,,phrase,
spare time,A2,,phrase,work
spark,C2,FIRE,noun,
sparkle water,B1,,phrase,food and drink
sparkling,B2,SHINING,adjective,
sparsely,C2,,adverb,
speak,A1,SAY WORDS,verb,communication
speak about,B1,,phrase,
speak for,C1,,phrase,communication
speak for itself,C2,,phrase,
speak up,B2,,phrasal verb,communication
speak volume,C2,IDIOM,phrase,communication
speak your mind,C2,,phrase,
speaker,A2,EQUIPMENT,noun,technology
special,A2,VERY GOOD,adjective,describing things
special attention,B2,,phrase,
special offer,B1,,phrase,"money, shopping"
specialist,B2,,noun,people: personality
specialize,B2,,verb,"education, work"
specially,B1,,adverb,
specialty,C1,,noun,
specie,B2,,noun,animals
specific,B2,PARTICULAR THING,adjective,
specifically,C1,PARTICULAR PURPOSE,adverb,
specification,C1,,noun,
specify,B2,,verb,communication
specimen,C2,,noun,
spectacular,B1,,adjective,
spectator,B2,,noun,"arts and media, shopping"
spectrum,C1,ALL POSSIBILITIES,noun,
speculate,C2,,verb,
speculation,C1,,noun,
speech,B1,ABILITY TO TALK,noun,communication
speechless,C1,,adjective,people: personality
speed,B1,RATE OF MOVEMENT,noun,
spell,A2,,verb,communication
spelling,A2,,noun,communication
spend,A2,TIME,verb,people: actions
spending,C2,,noun,money
sphere,C1,,noun,
spice,B1,FOOD,noun,food and drink
spicy,B1,,adjective,food and drink
spider,B1,,noun,animals
spill,B1,,verb,people: actions
spin,C1,TURN,verb,
spin around,C2,,phrasal verb,people: actions
spinach,B1,,noun,food and drink
spine,C1,,noun,body and health
spirit,B2,WAY OF FEELING,noun,people: personality
spiritual,B2,,adjective,people: personality
spiritually,C2,,adverb,
spit,C2,,verb,people: actions
spite,C2,FEELING,noun,people: personality
splash,B2,LIQUID,verb,people: actions
splash around,B2,,phrase,people: actions
splendid,C1,,adjective,describing things
splendor,C2,,noun,
split,B2,DIVIDE,verb,people: actions
split up,B1,,phrasal verb,"people: actions, relationships"
spoil,B1,,verb,people: actions
spokesman,C1,,noun,
spokesperson,C1,,noun,
sponsor,B2,,verb,money
sponsorship,C1,,noun,money
spoon,A2,,noun,food and drink
sport,A1,GAME,noun,shopping
sporty,C1,,adjective,shopping
spot,B1,CIRCLE,noun,
spotless,C2,,adjective,describing things
spotlight,C2,,noun,arts and media
spouse,C2,,noun,relationships
spray,B2,,noun,
spread,B2,GRADUALLY AFFECT,verb,
spread out,B2,,phrasal verb,people: actions
spreadsheet,B2,,noun,"communication, technology"
spring,A2,SEASON,noun,natural world
spring back,C2,,phrase,
spring from,C2,,phrasal verb,
spring to mind,C2,,phrase,
spring up,C2,,phrasal verb,
sprinkle,C2,,verb,people: actions
spur,C2,,verb,
spy,B1,,noun,
spy on,C2,,phrasal verb,
squad,C2,,noun,shopping
squander,C2,,verb,money
square,A2,SHAPE,noun,describing things
squash,B1,,noun,shopping
squeak,C2,,verb,
squeaky,C2,SOUND,adjective,
squeeze,B2,PRESS,verb,people: actions
squeeze in,B2,,phrasal verb,people: actions
squeeze into,B2,,phrasal verb,people: actions
squeeze through,C1,,phrase,people: actions
stab,B2,,verb,"crime, people: actions"
stability,C1,,noun,
stable,C1,SITUATION,adjective,
stadium,A2,,noun,"buildings, shopping"
staff,A2,,noun,work
stage,A2,THEATER,noun,arts and media
stage a concert,C2,,phrase,"arts and media, people: actions"
stagger,C2,,verb,people: actions
staggering,C1,,adjective,describing things
stain,B1,,noun,
stair,A2,,noun,buildings
staircase,C1,,noun,buildings
stale,C1,,adjective,food and drink
stall,B1,,noun,shopping
stamina,C1,,noun,body and health
stamp,A2,,noun,communication
stance,C2,,noun,
stand,A2,VERTICAL,verb,
stand a chance,C2,,phrase,
stand at,C1,,phrase,
stand back,B2,,phrasal verb,people: actions
stand by,B2,,phrasal verb,relationships
stand for,B2,REPRESENT,phrasal verb,politics
stand in,B2,,phrase,people: actions
stand out,B2,EASY TO SEE,phrasal verb,
stand to gain,C2,,phrase,
stand trial,C2,,phrase,crime
stand up for,B2,,phrasal verb,communication
stand up or stand up,B2,,phrasal verb,relationships
stand up straight,B2,,phrase,body and health
stand up to,C1,,phrasal verb,
stand your ground,C2,IDIOM,phrase,
standard,B2,QUALITY,noun,
standard of living,B2,,phrase,money
standpoint,C2,,noun,
star,A2,PERFORMER,noun,arts and media
stardom,C2,,noun,
stare,B2,,verb,people: actions
start,A1,BEGIN,verb,people: actions
start off on the wrong foot,C2,IDIOM,phrase,
start off or start off,B1,,phrasal verb,people: actions
start out,C1,,phrasal verb,
start the ball roll,C2,IDIOM,phrase,
starvation,C2,,noun,body and health
starve,B2,ILL/DYING,adjective,"body and health, food and drink"
state,B1,PART OF COUNTRY,noun,"natural world, politics"
state - of - the - art,C1,,adjective,describing things
statement,B2,THING SAID,noun,communication
station,A1,BUILDING,noun,"buildings, travel"
statistic,B2,,noun,
statistical,C1,,adjective,
statue,B1,,noun,arts and media
status,C1,,noun,
status symbol,C1,,noun,
stay,A1,NOT LEAVE,verb,
stay away,C1,,phrasal verb,
stay behind,C2,,phrasal verb,people: actions
stay on,C2,,phrasal verb,
stay out,B2,,phrasal verb,people: actions
stay out of,C1,,phrasal verb,
stay over,B2,,phrasal verb,travel
stay put,C2,,phrase,
stay up,B2,,phrasal verb,
steadily,B2,,adverb,
steady,B2,GRADUAL,adjective,
steady job,C2,,phrase,work
steak,A2,,noun,food and drink
steal,A2,,verb,"crime, people: actions"
steam,B2,GAS,noun,natural world
steel,B2,,noun,natural world
steep,B1,SLOPE,adjective,
steer,B2,CONTROL DIRECTION,verb,"people: actions, travel"
steer clear of,C2,,phrase,
steering wheel,B2,,noun,travel
stem from,C1,,phrasal verb,
step,B1,FOOT MOVEMENT,noun,people: actions
step back,B1,,phrase,people: actions
step by step,C1,,phrase,
step down,C2,,phrasal verb,work
step on,B1,,phrase,people: actions
stepfather,B2,,noun,relationships
stepmother,B2,,noun,relationships
stereotype,C1,,noun,
stereotypical,C2,,adjective,people: personality
stern,C2,,adjective,people: personality
stick,B1,ATTACH,verb,people: actions
stick by,C1,,phrasal verb,relationships
stick in,B2,,phrase,people: actions
stick out,B2,,phrasal verb,
stick to,B2,,phrasal verb,people: actions
stick together,B2,,phrasal verb,relationships
stick up for,C1,,phrasal verb,communication
stick with,B2,,phrasal verb,
sticky,B1,,adjective,
stiff,B2,DIFFICULT TO MOVE,adjective,describing things
stiff drink,C2,,phrase,food and drink
still,A2,CONTINUING,adverb,
still go strong,C2,,phrase,
stimulate,B2,ENCOURAGE,verb,people: actions
stimulus,C2,,noun,
stir,B1,MIX,verb,"food and drink, people: actions"
stir up or stir up,C2,,phrasal verb,
stitch,C2,THREAD,noun,
stock,B2,STORE,noun,shopping
stock market,C1,,noun,money
stocking,C1,,noun,clothes
stomach,A2,,noun,body and health
stomachache,A2,,noun,body and health
stone,B1,ROCK,noun,natural world
stool,B2,,noun,buildings
stop,A1,FINISH,verb,people: actions
stop at nothing,C1,,phrase,
stop over,B2,,phrasal verb,"people: actions, travel"
stop short of,C2,,phrase,
stopover,B2,,noun,travel
storage,B2,,noun,
store,A1,PLACE TO BUY,noun,"buildings, shopping"
store up,C1,REMEMBER,phrasal verb,
storm,A2,,noun,natural world
stormy,B2,WEATHER,adjective,natural world
story,A2,DESCRIPTION,noun,communication
stove,A2,,noun,food and drink
straight,A2,NOT CURVING,adjective,describing things
straightforward,B2,,adjective,
strain,B2,PRESSURE,noun,
strand,C2,THREAD,noun,
strange,A2,,phrase,
strangely,B2,,adverb,
strangely enough,B2,,phrase,
stranger,B1,,noun,relationships
strap,C2,,noun,clothes
strategic,C1,,adjective,
strategically,C2,,adverb,
strategy,B2,,noun,
straw,C1,,noun,natural world
strawberry,B1,,noun,food and drink
stream,B1,SMALL RIVER,noun,natural world
street,A1,,noun,travel
strength,B2,STRONG,noun,people: appearance
strengthen,B2,,verb,people: appearance
strenuous,C2,,adjective,
stress,B1,WORRY,noun,people: personality
stressful,B1,,adjective,people: personality
stretch,B2,MAKE BIGGER,verb,people: actions
stretch away,C2,,phrase,
stretch the rule,C2,,phrase,
strict,B1,PERSON,adjective,people: personality
strictly,B2,EXACTLY,adverb,
strictly forbid,B2,,phrase,
strike,B1,HIT,verb,people: actions
strike a balance,C1,,phrase,
strike a match,C2,,phrase,
strike as,C2,,phrase,
strike gold oil,C2,,phrase,
striker,C1,,noun,work
striking,B2,,adjective,
string,B2,ROPE,noun,
strip,C1,,noun,describing things
stripe,B1,,noun,describing things
strive,C2,,verb,
stroke,B2,ILLNESS,noun,body and health
stroll,C1,,noun,
stroll along,C1,,phrase,people: actions
strong,A2,PHYSICALLY POWERFUL,adjective,people: appearance
strong language,C1,,phrase,communication
strong nerve,B2,,phrase,people: personality
strong opposition,C2,,phrase,
strongly,B2,,adverb,communication
structural,C2,,adjective,
structure,B2,WAY PARTS ARE ARRANGED,noun,buildings
struggle,B2,TRY HARD,verb,people: actions
stubborn,B2,,adjective,people: personality
stubbornness,C2,,noun,people: personality
stuck,B2,NOT MOVE,adjective,
student,A1,,noun,education
studio,B1,FILM,noun,"arts and media, buildings"
study,A1,SCHOOL/COLLEGE,verb,"education, people: actions"
stuff,B1,SUBSTANCE,noun,
stumble,C2,FALL,verb,
stumble across,C2,,phrasal verb,
stun,C2,,adjective,people: personality
stunning,B2,,adjective,describing things
stupid,B1,,adjective,people: personality
stupidity,C2,,noun,people: personality
style,B1,WAY,noun,
stylish,B1,,adjective,clothes
subconsciously,C2,,adverb,
subject,A1,STUDY,noun,education
subject to,C1,,phrase,
subjective,C1,,adjective,
submit,B2,GIVE,verb,"communication, people: actions"
subsequent,C1,,adjective,
subsequently,C1,,adverb,
subsidy,C1,,noun,money
substance,B2,MATERIAL,noun,
substantial,B2,,adjective,describing things
substantially,C1,,adverb,
substitute,B2,,verb,people: actions
substitution,C1,,noun,
subtitle,C1,,noun,arts and media
subtle,C2,NOT OBVIOUS,adjective,
suburb,B2,,noun,natural world
subway,A1,TRAIN,noun,travel
succeed,B1,,verb,people: actions
success,B1,ACHIEVEMENT,noun,
success to,C2,,phrase,
successful,B1,ACHIEVEMENT,adjective,
successfully,B2,,adverb,
successive,C2,,adjective,
successor,C1,PERSON,noun,work
succumb,C2,SUFFER,verb,body and health
such,B2,REFER TO PERSON/THING,determiner,
such a,A2,,phrase,communication
such as,A2,,phrase,communication
suck,C2,,verb,
sudden,B2,,adjective,
suddenly,B1,,adverb,
sue,C1,,verb,
suffer,B2,EXPERIENCE,verb,people: personality
suffer from,B1,,phrase,body and health
sufferer,C2,,noun,body and health
sufficient,B2,,adjective,describing things
sufficiently,C1,,adverb,describing things
suffix,B2,,noun,
sugar,A1,,noun,food and drink
suggest,B1,IDEA,verb,communication
suggestion,B1,IDEA,noun,communication
suicide,B2,,noun,
suit,A2,,noun,clothes
suit to,C1,,phrase,
suitability,C1,,noun,
suitable,B1,,adjective,
suitably,B2,,adverb,
suitcase,A2,,noun,travel
sum,B1,,noun,money
sum up or sum up,B2,,phrasal verb,communication
summarize,C1,,verb,communication
summary,B2,,noun,communication
summer,A1,,noun,natural world
summit,C1,MOUNTAIN,noun,
summon,C2,ORDER,verb,
sun,A1,,noun,natural world
sunbathe,B1,,verb,people: actions
sunday,A1,,noun,
sunglass,A2,,noun,clothes
sunlight,B2,,noun,natural world
sunny,A2,,adjective,natural world
sunrise,B1,,noun,natural world
sunset,B1,,noun,natural world
sunshine,B1,,noun,natural world
superb,B2,,adjective,describing things
superficial,C2,NOT SERIOUS,adjective,people: personality
superficially,C2,,adverb,
superfluous,C2,,adjective,
superior,C1,HIGHER,adjective,
superiority,C2,OPINION,noun,people: personality
superlative,A2,,noun,
supermarket,A1,,noun,"buildings, shopping"
supernatural,B2,,adjective,
supervise,B2,,verb,people: actions
supervision,C1,,noun,people: actions
supervisor,C1,,noun,work
supper,A2,,noun,food and drink
supplement,C2,,noun,
supplementary,C2,,adjective,
supplier,B2,,noun,shopping
supply,B2,,verb,people: actions
support,B1,PROVIDE,verb,"money, people: actions"
supporter,B2,,noun,
supportive,C1,,adjective,people: personality
suppose,C1,LIKELY,verb,
suppose to,B2,,phrase,
suppose to do,B1,,phrase,
supposedly,C1,,adverb,
suppress,C2,FEELINGS,verb,
supreme,C1,,adjective,
sure,A2,CERTAIN,adjective,
sure enough,C2,,phrase,
sure of,B2,,phrase,people: personality
sure of yourself,B2,,phrase,people: personality
sure to do,C1,,phrase,
surely,B2,LIKELY,adverb,communication
surf,A2,,verb,"people: actions, technology"
surface,B2,TOP,noun,
surfing,A2,,noun,"people: actions, shopping"
surge,C1,,verb,
surgeon,C1,,noun,"body and health, work, work"
surgery,B2,,noun,body and health
surname,C2,,noun,
surpass,C2,,verb,
surplus,C2,,noun,
surprise,A2,EVENT,noun,
surprising,B1,,adjective,people: personality
surprisingly,B1,,adverb,people: personality
surrender,C2,,verb,
surround,B1,GO AROUND,verb,
surrounding,B2,,noun,
survey,B2,,noun,communication
survival,B2,,noun,
survive,B2,,verb,
survivor,B2,,noun,
suspect,B2,THINK LIKELY,verb,
suspend,B2,NOT ALLOW,verb,"education, people: actions"
suspense,C2,,noun,
suspicion,B2,BELIEF,noun,
suspicious,B2,SEEMING WRONG,adjective,crime
suspiciously,B2,,adverb,
sustain,C2,SUPPORT,verb,
sustainability,C2,,noun,
sustainable,C1,CONTINUE,adjective,
swallow,B2,EAT,verb,"food and drink, people: actions"
swallow your anger,C2,,phrase,
swallow your pride,C2,IDIOM,phrase,
swan,B2,,noun,animals
swap,C1,,verb,
swear,B2,RUDE WORDS,verb,communication
sweat,B2,,noun,body and health
sweater,A2,,noun,clothes
sweatshirt,B1,,noun,clothes
sweep,B2,CLEAN,verb,people: actions
sweep along,C2,,phrase,people: actions
sweet,A1,TASTE,adjective,food and drink
swift,C2,,adjective,describing things
swiftly,C2,,adverb,
swim,A1,,verb,"people: actions, shopping"
swimmer,B1,,noun,shopping
swimming,A2,,phrase,people: actions
swimming pool,A1,,noun,"buildings, shopping"
swimsuit,A2,,noun,clothes
swing,B2,,noun,shopping
switch,B1,,noun,technology
switch off or switch off,B1,,phrasal verb,"people: actions, technology"
switch on or switch on,B1,,phrasal verb,"people: actions, technology"
swollen,B2,,adjective,body and health
sword,B2,,noun,
syllabus,C2,,noun,education
symbol,B2,,noun,communication
symbolic,C2,,adjective,
sympathetic,B2,PROBLEMS,adjective,people: personality
sympathize,C2,PROBLEMS,verb,
sympathy,B2,CARING,noun,people: personality
symptom,B2,ILLNESS,noun,body and health
synonym,C2,,noun,
synonymous,C2,CONNECTED,adjective,
system,B1,EQUIPMENT,noun,
systematic,C2,,adjective,
systematically,C2,,adverb,
t - shirt,A1,,noun,clothes
table,A1,FURNITURE,noun,buildings
table tennis,A2,,noun,shopping
tablecloth,B2,,noun,
tablet,B1,,noun,body and health
tabloid,B2,,noun,arts and media
tackle,B2,DEAL WITH,verb,people: actions
tact,C2,,noun,people: personality
tactful,C2,,adjective,people: personality
tactic,C1,,noun,
tactless,C2,,adjective,people: personality
tail,B2,ANIMAL,noun,animals
tailpipe,C1,,noun,
take,A1,CARRY,verb,people: actions
take 's place,B2,,phrase,people: actions
take 's word for it,B2,,phrase,communication
take a break,B1,,phrase,
take a deep breath,B2,,phrase,"body and health, people: actions"
take a dim view of,C2,IDIOM,phrase,
take a picture,A1,,phrase,people: actions
take a risk,B2,,phrase,people: personality
take a stand,C2,,phrase,
take a turn for the well,C2,,phrase,
take account of,B2,,phrase,
take advantage of,B1,,phrase,
take after,B2,,phrasal verb,relationships
take an exam,A2,,phrase,"education, people: actions"
take around,B2,,phrasal verb,people: actions
take as it come,C2,,phrase,
take away or take away,B2,NUMBERS,phrasal verb,people: actions
take back or take back,B1,,phrasal verb,"people: actions, shopping"
take care,A2,,phrase,communication
take care of,B1,,phrase,body and health
take charge,B2,,phrase,people: actions
take control,B2,,phrase,"people: actions, politics"
take down or take down,B2,,phrasal verb,people: actions
take effect,C1,,phrase,
take hold of,B2,,phrase,people: actions
take in,B2,,phrasal verb,
take in or take in,C2,,phrasal verb,
take into account,B2,,phrase,
take into consideration,B2,,phrase,
take issue,C1,,phrase,communication
take it,B1,,phrase,people: actions
take it for grant,B2,,phrase,
take it from I,C1,,phrase,communication
take its toll,C2,,phrase,
take milk,B2,,phrase,food and drink
take off,A2,FLY,phrasal verb,travel
take off or take off,A2,REMOVE,phrasal verb,"clothes, people: actions"
take on or take on,B2,,phrasal verb,"people: actions, work"
take out or take out,B1,,phrasal verb,people: actions
take over,C2,,phrasal verb,
take over or take over,B2,,phrasal verb,"people: actions, work"
take part,B1,,phrase,people: actions
take personally,C1,,phrase,
take place,B1,,phrase,
take pleasure,B2,,phrase,people: personality
take prisoner,C2,,phrase,people: actions
take shape,C2,,phrase,
take stock,C2,,phrase,
take the,B2,,phrase,
take the initiative,C1,,phrase,
take the law into your own hand,C2,,phrase,
take the liberty of do,C1,,phrase,
take the plunge,C2,IDIOM,phrase,
take to,C1,,phrasal verb,people: personality
take to heart,C2,IDIOM,phrase,
take turn,B2,,phrase,people: actions
take up or take up,B1,START,phrasal verb,people: actions
take your breath away,B2,,phrase,people: personality
take your eye off,B2,IDIOM,phrase,
take your time,C1,,phrase,
takeout,B1,,noun,food and drink
takeover,C1,,noun,work
tale,B2,,noun,communication
talent,B1,,noun,people: personality
talented,B1,,adjective,people: personality
talk,A1,SAY,verb,communication
talk about,C2,,phrase,communication
talk business,C1,,phrase,communication
talk into,B2,,phrasal verb,communication
talk over or talk over,B2,,phrasal verb,communication
talk show,B1,,noun,arts and media
talk through or talk through,C2,,phrasal verb,
talkative,C1,,adjective,people: personality
tall,A1,,phrase,
tan,B2,,noun,people: appearance
tangible,C2,,adjective,
tank,C1,VEHICLE,noun,travel
tap,B2,KNOCK,noun,people: actions
target,B2,OBJECT/PERSON SHOT AT,noun,shopping
target audience,C2,,phrase,
task,B2,,noun,"people: actions, work"
taste,B1,FLAVOR,noun,food and drink
taste good,B1,,phrase,food and drink
tasteful,C2,,adjective,
tasteless,C1,FOOD,adjective,food and drink
tasty,B1,,adjective,food and drink
tax,B1,,noun,money
taxi,A1,,phrase,travel
taxpayer,C2,,noun,
tea,A1,DRINK,noun,food and drink
teach,A1,GIVE LESSONS,verb,"education, people: actions"
teach a lesson,C2,,phrase,
teacher,A1,,noun,"education, work"
teaching,B1,,noun,"education, work"
team,A2,SPORT,noun,shopping
teamwork,C1,,noun,
tear,B1,BREAK,verb,people: actions
tear apart or tear apart,C2,DESTROY,phrasal verb,
tear between and,C2,,phrase,
tear down or tear down,C2,,phrasal verb,
tear out of,C1,,phrase,
tear up or tear up,C1,,phrasal verb,people: actions
tease,B2,,verb,communication
teaspoon,B2,,noun,food and drink
technical,B2,SCIENCE/INDUSTRY,adjective,technology
technically,C1,SCIENCE/INDUSTRY,adverb,
technically incline,C2,,phrase,people: personality
technician,C1,,noun,work
technique,B1,,noun,
techno,C1,,noun,arts and media
technological,B2,,adjective,technology
technologically,C1,,adverb,technology
technology,B1,,noun,technology
tedious,C1,,adjective,describing things
teenage,B1,,adjective,people: appearance
teenager,A2,,noun,people: appearance
telecommunication,B2,,noun,"communication, technology"
telephone,A2,,noun,"communication, technology"
telescope,B2,,noun,technology
television,A1,EQUIPMENT,noun,"arts and media, technology"
tell,A1,SPEAK,verb,communication
tell how,B1,,phrase,communication
tell off,B1,,phrase,
tell off or tell off,B2,,phrasal verb,communication
tell the difference,C1,,phrase,
tell to do,A2,,phrase,communication
tell you what,C2,,phrase,
temper,B2,ANGER,noun,people: personality
temperature,A2,HEAT,noun,describing things
temple,B1,,noun,buildings
temporarily,B2,,adverb,
temporary,B1,,adjective,
temptation,B2,,noun,people: personality
tempted,B2,,phrase,people: personality
ten,A1,,number,
ten - minute walk,B2,,phrase,
tenant,C2,,noun,
tend to do,B2,,phrase,
tendency,C1,,noun,
tender,C2,GENTLE,adjective,people: personality
tenderness,C2,,noun,people: personality
tennis,A1,,noun,shopping
tense,B1,,noun,
tension,B2,FEELING,noun,people: personality
tent,B1,,noun,travel
term,B2,,phrase,
terminal,B2,,noun,"buildings, travel"
terrace,B2,,noun,buildings
terrible,A2,,adjective,describing things
terribly,B1,VERY MUCH,adverb,communication
terrific,B1,VERY GOOD,adjective,describing things
terrify,B1,,adjective,people: personality
terrifying,B2,,adjective,people: personality
territorial,C2,,adjective,
territory,B2,COUNTRY'S LAND,noun,"natural world, politics"
terror,B2,,noun,people: personality
terrorism,B2,,noun,crime
terrorist,B2,,noun,crime
test,A1,EXAM,noun,education
testify,C2,,verb,crime
text,A2,CELL PHONE,noun,"communication, technology"
text message,A2,,noun,"communication, technology"
textbook,A2,,noun,"communication, education"
texture,C1,,noun,
than,A1,COMPARING,preposition,
thank,A1,THANK YOU,exclamation,communication
thank god,B1,,phrase,communication
thank you,A1,GRATEFUL,exclamation,communication
thankful,C1,,adjective,
thankfully,C1,,adverb,
that,A1,ALREADY MENTIONED,determiner,
that be,C1,,phrase,
that be all right,A2,,phrase,communication
that be that,C1,,phrase,
that depend,B1,,phrase,
that kind of thing,B1,,phrase,
that sort of thing,B1,,phrase,
the,A1,ONLY ONE,determiner,
the air,B2,,phrase,
the animal,C2,,phrase,natural world
the army,B1,,phrase,
the atmosphere,B2,,phrase,natural world
the back,A2,,phrase,describing things
the basic,B2,,phrase,communication
the beauty of,C2,,phrase,
the blind,C1,,phrase,
the bottom line,C2,IDIOM,phrase,
the boy,B2,,phrase,
the bulk of,C1,,phrase,
the bush,C2,,phrase,
the case,B2,,phrase,
the center of attention,C2,,phrase,
the chart,B2,,phrase,arts and media
the cleaner 's,C1,,phrase,
the cold,B1,,phrase,natural world
the country,A2,,phrase,natural world
the crack of dawn,C2,,phrase,
the cream of,C1,,phrase,
the dark,B1,,phrase,
the dawn of,C1,,phrase,
the day,B2,,phrase,
the deceased,C2,,phrase,
the defense,C2,,phrase,crime
the desire effect,C2,,phrase,
the dish,A2,,phrase,food and drink
the east,A2,,phrase,
the easy way out,C1,IDIOM,phrase,
the eighty,B2,,phrase,
the eld,B2,,phrase,people: appearance
the elder,B2,,phrase,people: appearance
the elderly,C1,,phrase,
the environment,B1,,phrase,natural world
the envy of,C2,,phrase,
the extent to which,C2,,phrase,
the fabric of,C2,,phrase,
the fact be,B2,,phrase,communication
the far left,C2,,phrase,politics
the fashion,B2,,phrase,
the fifty,B2,,phrase,
the first,B1,,phrase,
the first floor,B1,,noun,buildings
the first person,B2,,noun,
the focus of,C1,,phrase,
the follow,B2,,phrase,communication
the follow day,B1,,phrase,
the foot of,C1,,phrase,
the foreseeable future,C2,,phrase,
the former,B2,,phrase,
the forty,B2,,phrase,
the front,A2,FORWARD PART,phrase,
the frontier of,C2,,phrase,
the fruit of,C2,,phrase,
the future,A2,,phrase,
the germ of,C2,,phrase,
the girl,B1,,phrase,
the globe,C2,,phrase,
the good,B1,,phrase,
the good of both world,C1,,phrase,
the ground,B1,,phrase,natural world
the ground floor,B1,,noun,buildings
the headline,B2,,phrase,arts and media
the heart of,B1,,phrase,
the height of,C2,,phrase,
the hell,B2,,phrase,
the home of,C1,,phrase,
the homeless,C1,,phrase,
the idea of,C2,,phrase,
the in and out of,C2,IDIOM,phrase,
the internet,A1,,noun,technology
the jury be out,C2,IDIOM,phrase,
the labor force,C2,,phrase,
the labor market,C1,,phrase,
the last,B2,,phrase,
the last hear,C2,,phrase,
the last minute,B2,,noun,
the last of,C2,,phrase,
the last person,B2,,phrase,
the latter,B2,,phrase,
the law,B2,,phrase,crime
the leadership,C1,,phrase,
the left,C2,,phrase,
the length and breadth of,C2,,phrase,
