Word,Level,Kanji,Hiragana,English
こてい,N1,固定,こてい,fixation
こてん,N2,古典,こてん,"old book,classics,classic"
こと,N4,,こと,"thing,matter"
ことがら,N1,事柄,ことがら,"matter, thing, affair, circumstance"
ことごとく,N1,悉く,ことごとく,"altogether, entirely"
ことし,N5,今年,ことし,this year
ことづける,N2,言付ける,ことづける,"to send word,to send a message"
ことづて,N1,言伝,ことづて,"declaration, hearsay"
ことなる,N3,異なる,ことなる,"to differ,to vary,to disagree"
ことに,N1,殊に,ことに,"especially, above all"
ことによると,N1,事によると,ことによると,depending on the circumstances
ことば,N5,言葉,ことば,"word, language"
ことばづかい,N2,言葉遣い,ことばづかい,"speech,expression,wording"
ことり,N4,小鳥,ことり,small bird
ことわざ,N3,諺,ことわざ,"proverb,maxim"
ことわる,N3,断る,ことわる,"to refuse,to decline,to dismiss"
こどく,N1,孤独,こどく,"isolation, loneliness, solitude"
こども,N5,子供,こども,Child
こな,N3,粉,こな,"flour,meal,powder"
こないだ,N2,,こないだ,"the other day,lately,recently"
こなごな,N1,粉々,こなごな,in very small pieces
この,N5,,この,This
このあいだ,N4,,このあいだ,"the other day,recently"
このごろ,N4,,このごろ,"these days,nowadays"
このましい,N1,好ましい,このましい,"nice, likeable, desirable"
このみ,N3,好み,このみ,"liking,taste,choice"
このむ,N3,好む,このむ,"to like,to prefer"
この間,N1,この間,このあいだ,"the other day, lately, recently"
この頃,N1,この頃,このごろ,recently
こべつ,N1,個別,こべつ,particular case
こぼす,N2,,こぼす,to spill
こぼれる,N2,,こぼれる,"to overflow,to spill"
こまかい,N4,細かい,こまかい,"small, fine"
こまやか,N1,細やか,こまやか,friendly
こまる,N5,困る,こまる,to be worried
こむ,N4,込む,こむ,to be crowded
こむぎ,N3,小麦,こむぎ,wheat
こめ,N4,米,こめ,uncooked rice
こめる,N1,込める,こめる,"to include, to put into"
こもる,N1,篭る,こもる,"to seclude oneself, to be confined in, to be implied, to be stuffy"
こや,N3,小屋,こや,"hut,cabin,shed,(animal) pen"
こゆう,N1,固有,こゆう,"characteristic, tradition, peculiar, inherent, eigen-"
こゆび,N2,小指,こゆび,little finger
こよう,N1,雇用,こよう,"employment (long term), hire"
こよみ,N1,暦,こよみ,"calendar, almanac"
こらえる,N2,,こらえる,"to bear,to stand,to endure,to put up with"
こりつ,N1,孤立,こりつ,"isolation, helplessness"
こりる,N1,懲りる,こりる,"to learn by experience, to be disgusted with"
これ,N5,,これ,This
これから,N4,,これから,after this
これら,N3,,これら,these
ころ,N3,頃,ころ,"time,about,toward,approximately (time)"
ころがす,N2,転がす,ころがす,to roll
ころがる,N2,転がる,ころがる,"to roll,to tumble"
ころす,N3,殺す,ころす,to kill
ころぶ,N3,転ぶ,ころぶ,"to fall down,to fall over"
こわい,N4,怖い,こわい,frightening
こわす,N4,壊す,こわす,to break
こわれる,N4,壊れる,こわれる,to be broken
こん,N2,紺,こん,"navy blue,deep blue"
こんかい,N3,今回,こんかい,"now,this time,lately"
こんき,N1,根気,こんき,"patience, perseverance, energy"
こんきょ,N1,根拠,こんきょ,"basis, foundation"
こんけつ,N1,混血,こんけつ,"mixed race, mixed parentage"
こんげつ,N5,今月,こんげつ,this month
こんご,N3,今後,こんご,"from now on,hereafter"
こんごう,N2,混合,こんごう,"mixing,mixture"
こんざつ,N3,混雑,こんざつ,"confusion,congestion"
こんしゅう,N5,今週,こんしゅう,this week
こんだて,N2,献立,こんだて,"menu,program,schedule"
こんちゅう,N1,昆虫,こんちゅう,"insect, bug"
こんてい,N1,根底,こんてい,"root, basis, foundation"
こんど,N4,今度,こんど,"now,next time"
こんどう,N1,混同,こんどう,"confusion, mixing, merger"
こんな,N5,,こんな,Such
こんなに,N3,,こんなに,"so,like this,in this way"
こんなん,N3,困難,こんなん,"difficulty,distress"
こんにち,N3,今日,こんにち,"today,this day"
こんにちは,N3,,こんにちは,"hello,good day (daytime greeting, id)"
こんばん,N5,今晩,こんばん,this evening
こんばんは,N2,,こんばんは,good evening
こんぽん,N1,根本,こんぽん,"origin, source, foundation, root, base, principle"
こんや,N4,今夜,こんや,tonight
こんやく,N3,婚約,こんやく,"engagement,betrothal"
こんらん,N3,混乱,こんらん,"disorder,chaos,confusion,mayhem"
ご,N5,五,ご,Five
ごい,N1,語彙,ごい,"vocabulary, glossary"
ごう,N1,濠,ごう,moat
ごうい,N1,合意,ごうい,"agreement, consent, mutual understanding"
ごういん,N2,強引,ごういん,"overbearing,coercive,pushy,forcible,high-handed"
ごうか,N3,豪華,ごうか,"wonderful,gorgeous,splendor,pomp,extravagance"
ごうかく,N3,合格,ごうかく,"success,passing (e.g. exam),eligibility"
ごうぎ,N1,合議,ごうぎ,"consultation, conference"
ごうけい,N3,合計,ごうけい,"sum total,total amount"
ごうせい,N1,合成,ごうせい,"synthesis, composition, synthetic, composite, mixed, combined, compound"
ごうとう,N3,強盗,ごうとう,"robbery,burglary"
ごうどう,N2,合同,ごうどう,"combination,incorporation,union,amalgamation"
ごうり,N2,合理,ごうり,rational
ごうりゅう,N2,合流,ごうりゅう,"confluence,union,linking up,merge"
ごえい,N1,護衛,ごえい,"guard, convoy, escort"
ごかい,N3,誤解,ごかい,misunderstanding
ごがく,N3,語学,ごがく,language study
ごく,N3,極,ごく,"quite,very"
ごくらく,N1,極楽,ごくらく,paradise
ごくろうさま,N2,,ごくろうさま,Thank you very much for your....
ごげん,N1,語源,ごげん,"word root, word derivation, etymology"
ごご,N5,午後,ごご,afternoon
ごさ,N1,誤差,ごさ,error
ございます,N1,ご座います,ございます,"to be (polite), to exist"
ごしゅじん,N4,御主人,ごしゅじん,(honorable) your husband
ごじゅうおん,N2,五十音,ごじゅうおん,the Japanese syllabary
ごぜん,N5,午前,ごぜん,morning
ごぞんじ,N4,ご存じ,ごぞんじ,"knowing,acquaintance"
ごぞんじですか,N2,,ごぞんじですか,
ごちそう,N4,,ごちそう,a feast
ごちそうさま,N2,,ごちそうさま,feast
ごと,N1,毎,ごと,each respectively
ごはん,N5,御飯,ごはん,"cooked rice, meal"
ごばん,N1,碁盤,ごばん,Go board
ごぶさた,N2,御無沙汰,ごぶさた,not writing or contacting for a while
ごまかす,N1,誤魔化す,ごまかす,"to deceive, to falsify, to misrepresent"
ごみ,N4,,ごみ,rubbish
ごめん,N2,御免,ごめん,"your pardon,declining (something),dismissal,permission"
ごめんください,N2,,ごめんください,May I come in?
ごめんなさい,N3,,ごめんなさい,"I beg your pardon,excuse me"
ごらく,N2,娯楽,ごらく,"pleasure,amusement"
ごらん,N2,御覧,ごらん,"(hon) look,inspection,try"
ごらんなさい,N1,御覧なさい,ごらんなさい,"(please) look, (please) try to do"
ごらんになる,N4,,ごらんになる,(respectful) to see
ご存じ,N4,ご存じ,ごぞんじ,"knowing,acquaintance"
ご座います,N1,ご座います,ございます,"to be (polite), to exist"
ご無沙汰,N1,ご無沙汰,ごぶさた,not writing or contacting for a while
ご苦労様,N1,ご苦労様,ごくろうさま,Thank you very much for your....
ご馳走,N1,ご馳走,ごちそう,"feast, treating (someone)"
ご馳走さま,N1,ご馳走さま,ごちそうさま,feast
さ,N3,差,さ,"difference,variation"
さあ,N5,,さあ,well…
さい,N3,際,さい,"on the occasion of,circumstances"
さいかい,N1,再会,さいかい,"another meeting, meeting again, reunion"
さいがい,N1,災害,さいがい,"calamity, disaster, misfortune"
さいきん,N4,最近,さいきん,"latest,nowadays"
さいく,N1,細工,さいく,"work, craftsmanship, tactics, trick"
さいくつ,N1,採掘,さいくつ,mining
さいけつ,N1,採決,さいけつ,"vote, roll call"
さいけん,N1,再建,さいけん,"rebuilding, reconstruction, rehabilitation"
さいげん,N1,再現,さいげん,"reappearance, reproduction, return, revival"
さいこう,N3,最高,さいこう,"highest,supreme,the most"
さいご,N4,最後,さいご,"last,end"
さいさん,N2,再三,さいさん,"again and again,repeatedly"
さいしゅう,N3,最終,さいしゅう,"last,final,closing"
さいしょ,N4,最初,さいしょ,"beginning,first"
さいじつ,N2,祭日,さいじつ,"national holiday,festival day"
さいせい,N1,再生,さいせい,"playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r"
さいぜん,N1,最善,さいぜん,the very best
さいそく,N2,催促,さいそく,"request,demand,claim,urge (action),press for"
さいたく,N1,採択,さいたく,"adoption, selection, choice"
さいちゅう,N3,最中,さいちゅう,in the middle of
さいてい,N3,最低,さいてい,"least,lowest,worst"
さいてん,N2,採点,さいてん,"marking,grading,looking over"
さいなん,N2,災難,さいなん,"calamity,misfortune"
さいのう,N3,才能,さいのう,"talent,ability"
さいはつ,N1,再発,さいはつ,"return, relapse, reoccurrence"
さいばい,N1,栽培,さいばい,cultivation
さいばん,N3,裁判,さいばん,"trial,judgement"
さいふ,N5,財布,さいふ,Wallet
さいほう,N2,裁縫,さいほう,sewing
さいぼう,N1,細胞,さいぼう,cell (biology)
さいよう,N1,採用,さいよう,"use, adopt"
さいわい,N3,幸い,さいわい,"happiness,blessedness"
さえぎる,N1,遮る,さえぎる,"to interrupt, to intercept, to obstruct"
さえずる,N1,囀る,さえずる,"to sing, to chirp, to twitter"
さえる,N1,冴える,さえる,"to be clear, to be serene, to be cold, to be skillful"
さお,N1,竿,さお,"rod, pole (e.g. for drying laundry)"
さか,N4,坂,さか,"slope,hill"
さかい,N3,境,さかい,"border,boundary,mental state"
さかえる,N1,栄える,さかえる,"to prosper, to flourish"
さかさ,N2,逆さ,さかさ,"reverse,inversion,upside down"
さかさま,N2,逆様,さかさま,"inversion,upside down"
さかずき,N1,杯,さかずき,wine cups
さかだち,N1,逆立ち,さかだち,"handstand, headstand"
さかな,N5,魚,さかな,Fish
さかのぼる,N2,遡る,さかのぼる,"to go back,to go upstream,to make retroactive"
さかば,N2,酒場,さかば,"bar,bar-room"
さからう,N3,逆らう,さからう,"to go against,to oppose,to disobey,to defy"
さかり,N3,盛り,さかり,"helping,serving"
さかる,N1,盛る,さかる,"to prosper, to flourish, to copulate (animals)"
さかん,N4,盛ん,さかん,"popularity,prosperous"
さがく,N1,差額,さがく,"balance, difference, margin"
さがす,N4,探す,さがす,to look for
さがる,N4,下る,さがる,"to get down,to descend"
さき,N5,先,さき,"the future, previous"
さきおととい,N2,,さきおととい,two days before yesterday
さきに,N1,先に,さきに,"before, earlier than, ahead, beyond, away, previously, recently"
さきほど,N2,先程,さきほど,some time ago
さぎ,N1,詐欺,さぎ,"fraud, swindle"
さぎょう,N3,作業,さぎょう,"work,operation,manufacturing,fatigue duty"
さく,N5,咲く,さく,to bloom
さくいん,N2,索引,さくいん,"index,indices"
さくげん,N1,削減,さくげん,"cut, reduction, curtailment"
さくご,N1,錯誤,さくご,mistake
さくしゃ,N2,作者,さくしゃ,"author,authoress"
さくじょ,N2,削除,さくじょ,"elimination,cancellation,deletion,erasure"
さくせい,N2,作成,さくせい,"frame,draw up,make,producing"
さくせん,N1,作戦,さくせん,"military or naval operations, tactics, strategy"
さくひん,N3,作品,さくひん,"work,opus,performance,production"
さくぶつ,N1,作物,さくぶつ,literary work
さくぶん,N5,作文,さくぶん,"composition, writing"
さくもつ,N3,作物,さくもつ,"produce (e.g. agricultural),crops"
さくら,N3,桜,さくら,"cherry blossom,cherry tree"
さぐる,N2,探る,さぐる,"to search,to look for,to sound out"
さけ,N3,酒,さけ,"alcohol,sake"
さけび,N1,叫び,さけび,"shout, scream, outcry"
さけぶ,N3,叫ぶ,さけぶ,"to shout,to cry"
さける,N3,避ける,さける,"(1) to avoid (physical contact ),(2) to ward off,to avert"
さげる,N4,下げる,さげる,"to hang,to lower,to move back"
ささえる,N3,支える,ささえる,"to be blocked,to choke,to be obstructed"
ささげる,N1,捧げる,ささげる,"to lift up, to give, to offer, to consecrate, to devote, to sacrifice, to dedicate"
ささやく,N2,囁く,ささやく,"to whisper,to murmur"
ささる,N2,刺さる,ささる,"to stick,to be stuck"
さしあげる,N4,差し上げる,さしあげる,(polite) to give
さしかかる,N1,差し掛かる,さしかかる,"to come near to, to approach"
さしず,N1,指図,さしず,"instruction, mandate"
さしだす,N1,差し出す,さしだす,"to present, to submit, to tender, to hold out"
さしつかえ,N2,差し支え,さしつかえ,"hindrance,impediment"
さしつかえる,N1,差し支える,さしつかえる,"to interfere, to hinder, to become impeded"
さしひき,N2,差し引き,さしひき,"deduction,subtraction,balance,ebb and flow,rise and fall"
さしひく,N1,差し引く,さしひく,to deduct
さしみ,N2,刺身,さしみ,sliced raw fish
さじ,N2,匙,さじ,spoon
さす,N5,差す,さす,"to stretch out hands, to raise an umbrella"
さすが,N2,流石,さすが,"clever,adept,good,expectations,as one would expect"
さずける,N1,授ける,さずける,"to grant, to award, to teach"
さそう,N3,誘う,さそう,"(1) to invite,to ask,(2) to tempt,to lure,to induce"
さぞ,N1,嘸,さぞ,"I am sure, certainly, no doubt"
さだまる,N1,定まる,さだまる,"to become settled, to be fixed"
さだめる,N1,定める,さだめる,"to decide, to establish, to determine"
さっか,N3,作家,さっか,"author,writer,novelist,artist"
さっかく,N1,錯覚,さっかく,"optical illusion, hallucination"
さっき,N4,,さっき,some time ago
さっきゅう,N1,早急,さっきゅう,urgent
さっきょく,N3,作曲,さっきょく,"composition,setting (of music)"
さっさと,N2,,さっさと,quickly
さっする,N1,察する,さっする,"to guess, to sense, to presume, to judge, to sympathize with"
さっそく,N2,早速,さっそく,"at once,immediately,without delay,promptly"
さっと,N1,,さっと,"quickly, suddenly"
さっぱり,N3,,さっぱり,"feeling refreshed,feeling relieved,neat,trimmed"
さつ,N3,札,さつ,"(1) token,label,(2) ticket,(3) charm"
さつえい,N2,撮影,さつえい,photographing
さつじん,N1,殺人,さつじん,murder
さて,N3,,さて,"well,now,then"
さとう,N5,砂糖,さとう,Sugar
さとる,N1,悟る,さとる,"to attain enlightenment, to perceive, to understand, to discern"
さな,N1,真実,さな,"truth, reality"
さばく,N3,砂漠,さばく,desert
さび,N2,錆,さび,rust (colour)
さびしい,N4,寂しい,さびしい,lonely
さびる,N2,錆びる,さびる,"to rust,to become rusty"
さべつ,N3,差別,さべつ,"discrimination,distinction,differentiation"
さほう,N3,作法,さほう,"manners,etiquette,propriety"
さほど,N1,左程,さほど,"(not) very, (not) much"
さま,N1,様,さま,"Mr. or Mrs., manner, kind, appearance"
さまざま,N3,様々,さまざま,"varied,various"
さます,N3,覚ます,さます,to awaken
さまたげる,N2,妨げる,さまたげる,"to disturb,to prevent"
さみせん,N1,三味線,さみせん,"three-stringed Japanese guitar, shamisen"
さむい,N5,寒い,さむい,Cold
さむらい,N1,侍,さむらい,"Samurai, warrior"
さめる,N3,覚める,さめる,"to wake,to wake up"
さも,N1,然も,さも,"with gusto, with satisfaction"
さゆう,N3,左右,さゆう,"(1) left and right,(2) influence,control,domination"
さよう,N1,作用,さよう,"action, operation, effect, function"
さようなら,N2,,さようなら,good-bye
さら,N3,皿,さら,"plate,dish"
さらいげつ,N4,さ来月,さらいげつ,the month after next
さらいしゅう,N4,さ来週,さらいしゅう,the week after next
さらいねん,N5,さ来年,さらいねん,year after next
さらう,N1,拐う,さらう,"to carry off, to run away with, to kidnap, to abduct"
さらに,N3,更に,さらに,"furthermore,again,after all,more and more,moreover"
さる,N3,去る,さる,"to leave,to go away"
さわがしい,N2,騒がしい,さわがしい,noisy
さわぎ,N3,騒ぎ,さわぎ,"uproar,disturbance"
さわぐ,N4,騒ぐ,さわぐ,"to make noise,to be excited"
さわやか,N2,,さわやか,"fresh,refreshing,invigorating"
さわる,N4,触る,さわる,to touch
さん,N5,三,さん,Three
さんか,N3,参加,さんか,participation
さんかく,N2,三角,さんかく,"triangle,triangular"
さんがく,N1,山岳,さんがく,mountains
さんきゅう,N1,産休,さんきゅう,maternity leave
さんきょう,N1,桟橋,さんきょう,"wharf, bridge, jetty, pier"
さんぎいん,N1,参議院,さんぎいん,House of Councillors
さんぎょう,N4,産業,さんぎょう,industry
さんこう,N3,参考,さんこう,"reference,consultation"
さんご,N1,産後,さんご,"postpartum, after childbirth"
さんしゅつ,N1,産出,さんしゅつ,"yield, produce"
さんしょう,N1,参照,さんしょう,"reference, consultation, consultation"
さんじょう,N1,参上,さんじょう,"calling on, visiting"
さんすう,N2,算数,さんすう,arithmetic
さんせい,N3,賛成,さんせい,"approval,agreement,support,favour"
さんそ,N3,酸素,さんそ,oxygen
さんち,N2,産地,さんち,producing area
さんび,N1,賛美,さんび,"praise, adoration, glorification"
さんふじんか,N1,産婦人科,さんふじんか,maternity and gynecology department
さんぶつ,N1,産物,さんぶつ,"product, result, fruit"
さんぷく,N1,山腹,さんぷく,"hillside, mountainside"
さんぽ,N3,散歩,さんぽ,"walk,stroll"
さんぽする,N5,散歩,さんぽする,to stroll
さんみゃく,N1,山脈,さんみゃく,mountain range
さんりん,N2,山林,さんりん,"mountain forest,mountains and forest"
さ来年,N5,さ来年,さらいねん,year after next
さ来月,N4,さ来月,さらいげつ,the month after next
さ来週,N4,さ来週,さらいしゅう,the week after next
ざい,N1,財,ざい,"fortune, riches"
ざいがく,N2,在学,ざいがく,(enrolled) in school
ざいげん,N1,財源,ざいげん,"source of funds, resources, finances"
ざいこ,N1,在庫,ざいこ,"stockpile, stock"
ざいさん,N3,財産,ざいさん,"property,fortune,assets"
ざいせい,N1,財政,ざいせい,"economy, financial affairs"
ざいもく,N2,材木,ざいもく,"lumber,timber"
ざいりょう,N3,材料,ざいりょう,"ingredients,material"
ざしき,N2,座敷,ざしき,tatami room
ざせき,N3,座席,ざせき,seat
ざだんかい,N1,座談会,ざだんかい,"symposium, round-table discussion"
ざっか,N1,雑貨,ざっか,"miscellaneous goods, general goods, sundries"
ざっし,N5,雑誌,ざっし,Magazine
ざっと,N3,,ざっと,"roughly,in round numbers"
ざつ,N1,雑,ざつ,"rough, crude"
ざつおん,N2,雑音,ざつおん,"noise (jarring, grating)"
ざつだん,N1,雑談,ざつだん,"chatting, idle talk"
ざつぼく,N1,雑木,ざつぼく,"various kinds of small trees, assorted trees"
ざひょう,N1,座標,ざひょう,coordinate(s)
ざぶとん,N2,座布団,ざぶとん,cushion (Japanese)
ざんきん,N1,残金,ざんきん,remaining money
ざんこく,N1,残酷,ざんこく,"cruelty, harshness"
ざんだか,N1,残高,ざんだか,"(bank) balance, remainder"
ざんねん,N4,残念,ざんねん,disappointment
し,N5,四,し / よん,Four
しあい,N4,試合,しあい,"match,game"
しあがり,N1,仕上がり,しあがり,"finish, end, completion"
しあがる,N2,仕上がる,しあがる,to be finished
しあげ,N1,仕上げ,しあげ,"end, finishing touches, being finished"
しあげる,N1,仕上げる,しあげる,"to finish up, to complete"
しあさって,N2,,しあさって,two days after tomorrow
しあわせ,N3,幸せ,しあわせ,"happiness,good fortune,luck,blessing"
しいく,N1,飼育,しいく,"breeding, raising, rearing"
しいて,N1,強いて,しいて,by force
しいる,N1,強いる,しいる,"to force, to compel, to coerce"
しいれる,N1,仕入れる,しいれる,"to lay in stock, to replenish stock, to procure"
しいんと,N2,しいんと,（する）,"silent (as the grave),(deathly) quiet"
しお,N5,塩,しお,Salt
しおからい,N2,塩辛い,しおからい,salty (taste)
しか,N1,歯科,しか,dentistry
しかい,N2,司会,しかい,chairmanship
しかく,N2,四角,しかく,square
しかくい,N2,四角い,しかくい,square
しかけ,N1,仕掛け,しかけ,"device, trick, mechanism, gadget, (small) scale, half finished, commencement, set up, challenge"
しかける,N1,仕掛ける,しかける,"to commence, to lay (mines), to set (traps), to wage (war), to challenge"
しかし,N5,,しかし,However
しかしながら,N1,然しながら,しかしながら,"nevertheless, however"
しかた,N4,仕方,しかた,method
しかも,N3,,しかも,"moreover,furthermore,nevertheless,and yet"
しかる,N4,,しかる,a particular
しがい,N1,市街,しがい,"urban areas, the streets, town, city"
しき,N3,式,しき,"equation,formula,ceremony"
しきさい,N1,色彩,しきさい,"colour, hue, tints"
しきじょう,N1,式場,しきじょう,"ceremonial hall, place of ceremony (e.g. marriage)"
しきたり,N1,為来り,しきたり,customs
しきち,N2,敷地,しきち,site
しきゅう,N3,支給,しきゅう,"payment,allowance"
しきりに,N3,,しきりに,"frequently,repeatedly,incessantly,eagerly"
しきる,N1,仕切る,しきる,"to partition, to divide, to mark off, to settle accounts, to toe the mark"
しきん,N1,資金,しきん,"funds, capital"
しぎょう,N1,施行,しぎょう,"1. execution, enforcing, carrying out"
しく,N2,敷く,しく,"to spread out,to lay out"
しくじる,N1,,しくじる,"to fail, to fall through, to blunder"
しくみ,N1,仕組み,しくみ,"devising, plan, plot, contrivance, construction, arrangement"
しけい,N1,死刑,しけい,"death penalty, capital punishment"
しける,N1,湿気る,しける,"to be damp, to be moist"
しけん,N4,試験,しけん,examination
しげき,N3,刺激,しげき,"stimulus,impetus,incentive"
しげる,N2,茂る,しげる,"to grow thick,to luxuriate,to be luxurious"
しげん,N3,資源,しげん,resources
しこう,N1,思考,しこう,thought
しごと,N5,仕事,しごと,Job
しさつ,N1,視察,しさつ,"inspection, observation"
しさん,N1,資産,しさん,"property, fortune, means, assets"
ししゃごにゅう,N2,四捨五入,ししゃごにゅう,rounding up (fractions)
ししゅう,N1,刺繍,ししゅう,embroidery
ししゅつ,N3,支出,ししゅつ,"expenditure,expenses"
しじ,N1,支持,しじ,"support, maintenance"
しじゅう,N2,始終,しじゅう,"continuously,from beginning to end"
しじん,N3,詩人,しじん,poet
しずか,N5,静か,しずか,Quiet
しずく,N1,雫,しずく,drop (of water)
しずまる,N2,静まる,しずまる,"to quieten down,to calm down,to subside"
しずむ,N3,沈む,しずむ,"to sink,to feel depressed"
しずめる,N1,沈める,しずめる,"to sink, to submerge"
しせい,N2,姿勢,しせい,"attitude,posture"
しせつ,N1,施設,しせつ,"institution, establishment, facility, (army) engineer"
しぜん,N3,自然,しぜん,"nature,spontaneous"
しぜんかがく,N2,自然科学,しぜんかがく,natural science
しそう,N3,思想,しそう,"thought,idea"
しそく,N1,子息,しそく,son
しそん,N2,子孫,しそん,"descendants,posterity,offspring"
した,N5,下,した,Below
したい,N2,死体,したい,corpse
したう,N1,慕う,したう,"to yearn for, to miss, to adore, to love dearly"
したがう,N3,従う,したがう,"to abide (by the rules),to obey,to follow,to accompany"
したがき,N2,下書き,したがき,"rough copy,draft"
したがって,N3,したがって,したがって,"therefore,consequently,in accordance with"
したぎ,N4,下着,したぎ,underwear
したく,N4,支度,したく・する,to prepare
したごころ,N1,下心,したごころ,"secret intention, motive"
したしい,N3,親しい,したしい,"intimate,close (e.g. friend)"
したしむ,N1,親しむ,したしむ,"to be intimate with, to befriend"
したしらべ,N1,下調べ,したしらべ,"preliminary investigation, preparation"
したじ,N1,下地,したじ,"groundwork, foundation, inclination, aptitude, elementary knowledge of, grounding in, prearrangement, spade"
したためる,N1,認める,したためる,to write up
したてる,N1,仕立てる,したてる,"to tailor, to make, to prepare, to train, to send (a messenger)"
したどり,N1,下取り,したどり,"trade in, part exchange"
したび,N1,下火,したび,"burning low, waning, declining"
したまち,N2,下町,したまち,"Shitamachi,lower parts of town"
しだい,N3,次第,しだい,"(1) order,precedence,(2) circumstances,(3) immediate(ly)"
しち,N5,七,しち / なな,Seven
しっかく,N1,失格,しっかく,"disqualification, elimination, incapacity (legal)"
しっかり,N4,,しっかり,"firmly,steadily"
しっき,N2,湿気,しっき,"moisture,humidity,dampness"
しっけ,N2,湿気,しっけ,"moisture,humidity,dampness"
しっそ,N1,質素,しっそ,"simplicity, modesty, frugality"
しっちょう,N1,失調,しっちょう,lack of harmony
しっと,N1,嫉妬,しっと,jealousy
しっぱい,N4,失敗,しっぱい,"failure,mistake"
しっぴつ,N2,執筆,しっぴつ,writing
しっぽ,N2,,しっぽ,tail (animal)
しつ,N3,質,しつ,"quality,nature (of person)"
しつぎ,N1,質疑,しつぎ,question
しつぎょう,N3,失業,しつぎょう,unemployment
しつけ,N1,躾,しつけ,"home discipline, training, upbringing, breeding"
しつける,N1,仕付ける,しつける,"to be used to a job, to begin to do, to baste, to tack, to plant"
しつこい,N2,,しつこい,"insistent,obstinate"
しつど,N2,湿度,しつど,level of humidity
しつぼう,N3,失望,しつぼう,"disappointment,despair"
しつもん,N5,質問,しつもん,Question
しつれん,N2,失恋,しつれん,"disappointed love,broken heart,unrequited love,be lovelorn"
してい,N2,指定,してい,"designation,specification,assignment,pointing at"
してき,N1,指摘,してき,"pointing out, identification"
してつ,N2,私鉄,してつ,private railway
してん,N3,支店,してん,branch store (office)
しどう,N3,指導,しどう,"leadership,guidance,coaching"
しな,N3,品,しな,"thing,article,goods,dignity,article (goods),counter for meal courses"
しなびる,N1,萎びる,しなびる,"to wilt, to fade"
しなもの,N4,品物,しなもの,goods
しなやか,N1,嫋か,しなやか,"supple, flexible, elastic"
しにょう,N1,屎尿,しにょう,"excreta, raw sewage, human waste, night soil"
しぬ,N5,死ぬ,しぬ,to die
しのぐ,N1,凌ぐ,しのぐ,"to outdo, to surpass, to endure, to keep out (rain), to stave off, to tide over, to pull through, to defy, t"
しはい,N3,支配,しはい,"rule,control,direction"
しはつ,N1,始発,しはつ,first train
しはらい,N3,支払,しはらい,payment
しはらう,N3,支払う,しはらう,to pay
しば,N1,芝,しば,"lawn, sod, turf"
しばい,N3,芝居,しばい,"play,drama"
しばしば,N3,,しばしば,"often,again and again,frequently"
しばふ,N3,芝生,しばふ,lawn
しばらく,N4,,しばらく,little while
しばる,N2,縛る,しばる,"to tie,to bind"
しびれる,N2,,しびれる,"to become numb,to go to sleep (i.e., a limb)"
しぶい,N1,渋い,しぶい,"1. tasteful (clothing), cool, an aura of refined masculinity, 2. astringent, sullen, bitter (taste), 3"
しぶつ,N1,私物,しぶつ,"private property, personal effects"
しぶとい,N1,,しぶとい,"tenacious, stubborn"
しへい,N2,紙幣,しへい,"paper money,notes,bills"
しほう,N1,司法,しほう,administration of justice
しほん,N3,資本,しほん,"funds,capital"
しぼう,N3,死亡,しぼう,"death,mortality"
しぼむ,N2,,しぼむ,"to wither,to fade (away),to shrivel,to wilt"
しぼる,N2,絞る,しぼる,"to press,to wring,to squeeze"
しま,N4,島,しま,island
しまい,N3,しまい,（終わり）,sisters
しまう,N3,しまう,（終わる）,"to finish,to close,to do something completely"
しまった,N3,しまった,（感）,Damn it!
しまつ,N1,始末,しまつ,"management, dealing, settlement, cleaning up afterwards"
しまる,N5,閉まる,しまる,"to close, to be closed"
しみじみ,N2,,しみじみ,"keenly,deeply,heartily"
しみる,N1,染みる,しみる,"to pierce, to permeate"
しみん,N4,市民,しみん,citizen
しめい,N2,氏名,しめい,"full name,identity"
しめきり,N2,締切,しめきり,"closing,cut-off,end,deadline,Closed,No Entrance"
しめきる,N2,締め切る,しめきる,to shut up
しめす,N3,示す,しめす,"to denote,to show,to point out,to indicate"
しめる,N5,閉める,しめる,to close something
しも,N3,下,しも,"under,below,beneath"
しもべ,N1,僕,しもべ,"manservant, servant (of God)"
しゃかい,N4,社会,しゃかい,"society,public"
しゃかいかがく,N2,社会科学,しゃかいかがく,social science
しゃがむ,N2,,しゃがむ,to squat
しゃこ,N2,車庫,しゃこ,"garage,car shed"
しゃこう,N1,社交,しゃこう,"social life, social intercourse"
しゃしょう,N2,車掌,しゃしょう,(train) conductor
しゃしん,N5,写真,しゃしん,photograph
しゃせい,N2,写生,しゃせい,"sketching,drawing from nature"
しゃせつ,N2,社説,しゃせつ,"editorial,leading article"
しゃぜつ,N1,謝絶,しゃぜつ,refusal
しゃたく,N1,社宅,しゃたく,company owned house
しゃちょう,N4,社長,しゃちょう,company president
しゃっきん,N3,借金,しゃっきん,"debt,loan,liabilities"
しゃっくり,N2,,しゃっくり,"hiccough,hiccup"
しゃぶる,N2,,しゃぶる,"to suck,to chew"
しゃべる,N3,,しゃべる,"to talk,to chat,to chatter"
しゃめん,N1,斜面,しゃめん,"slope, slanting surface, bevel"
