Word,Level,길잡이말,품사,Word_Number
새해,초급,가 다가오다,명사,
색,초급,색깔,명사,03
색깔,초급,이 진하다,명사,
샌드위치,초급,음식,명사,
생각,초급,에 빠지다,명사,01
생각나다,초급,할 말이,동사,
생기다,초급,건물이,동사,
생선,초급,을 굽다,명사,
생신,초급,생일,명사,02
생일,초급,파티,명사,02
생활,초급,직장 생활,명사,
샤워,초급,를 하다,명사,
서너,초급,서너 개,관형사,
서다,초급,똑바로 서다,동사,01
서두르다,초급,준비를,동사,
서랍,초급,을 닫다,명사,
서로,초급,서로 믿다,부사,01
서류,초급,문서,명사,02
서른,초급,숫자,수사·관형사,
서비스,초급,서비스 정신,명사,
서양,초급,동양,명사,
서울,초급,도시,명사,01
서점,초급,책방,명사,03
서쪽,초급,방향,명사,
섞다,초급,물을,동사,
선물,초급,을 받다,명사,03
선배,초급,후배,명사,
선생님,초급,국어 선생님,명사,
선선하다,초급,날씨가,형용사,01
선수,초급,축구 선수,명사,05
선택,초급,을 하다,명사,
선풍기,초급,를 켜다,명사,
설거지,초급,를 하다,명사,
설날,초급,명절,명사,
설렁탕,초급,음식,명사,
설명,초급,을 듣다,명사,
설탕,초급,을 넣다,명사,
섬,초급,제주도,명사,03
섭섭하다,초급,서운하다,형용사,01
성,초급,김 씨,명사,06
성격,초급,이 좋다,명사,02
성공,초급,실패,명사,01
성적,초급,을 거두다,명사,04
성함,초급,을 묻다,명사,
세,초급,숫자,관형사,01
세,초급,삼십 세,의존명사,13
세계,초급,세계 여행,명사,02
세다,초급,주먹이,형용사,03
세배,초급,를 드리다,명사,
세상,초급,이 넓다,명사,01
세수,초급,얼굴,명사,04
세우다,초급,자리에서,동사,01
세탁,초급,을 하다,명사,
세탁기,초급,를 돌리다,명사,
세탁소,초급,에 옷을 맡기다,명사,
센터,초급,쇼핑 센터,명사,02
센티미터,초급,단위,의존명사,
셋,초급,숫자,수사,
셋째,초급,숫자,수사·관형사/명사,
소,초급,동물,명사,03
소개,초급,직업 소개,명사,02
소고기,초급,를 먹다,명사,
소금,초급,이 짜다,명사,01
소리,초급,가 나다,명사,01
소설,초급,고전 소설,명사,03
소식,초급,을 듣다,명사,04
소주,초급,를 마시다,명사,05
소중하다,초급,친구가,형용사,
소파,초급,가구,명사,06
소포,초급,우편,명사,01
소풍,초급,을 가다,명사,02
소화제,초급,약,명사,01
속,초급,주머니 속,명사,01
속도,초급,가 빠르다,명사,01
속옷,초급,을 입다,명사,
손,초급,신체,명사,01
손가락,초급,신체,명사,
손녀,초급,를 돌보다,명사,
손님,초급,이 없다,명사,
손바닥,초급,신체,명사,
손수건,초급,으로 닦다,명사,
송편,초급,음식,명사,
쇼핑,초급,을 가다,명사,
수,초급,숫자,명사,26
수건,초급,으로 닦다,명사,
수고,초급,를 하다,명사,01
수박,초급,을 먹다,명사,01
수술,초급,을 받다,명사,05
수업,초급,을 받다,명사,04
수영,초급,을 배우다,명사,02
수영복,초급,을 입다,명사,
수영장,초급,에 다니다,명사,
수요일,초급,요일,명사,
수저,초급,를 놓다,명사,01
수첩,초급,에 쓰다,명사,01
숙제,초급,를 하다,명사,03
순두부찌개,초급,음식,명사,
순서,초급,를 매기다,명사,
숟가락,초급,을 들다,명사,
술,초급,을 마시다,명사,01
술집,초급,에서 술을 마시다,명사,
숫자,초급,를 세다,명사,
쉬다,초급,그늘에서,동사,03
쉬다,초급,숨을,동사,04
쉰,초급,숫자,수사·관형사,
쉽다,초급,문제가 ,형용사,
슈퍼마켓,초급,에서 사다,명사,
스무,초급,숫자,관형사,
스물,초급,숫자,수사,
스스로,초급,나 스스로,부사/명사,
스웨터,초급,를 입다,명사,
스카프,초급,를 매다,명사,
스케이트,초급,를 신다,명사,
스키,초급,를 신다,명사,
스키장,초급,에서 놀다,명사,
스타,초급,인기 스타,명사,
스트레스,초급,를 풀다,명사,
스파게티,초급,음식,명사,
스포츠,초급,스포츠 경기,명사,
슬퍼하다,초급,이별을,동사,
슬프다,초급,마음이,형용사,
슬픔,초급,에 잠기다,명사,
습관,초급,을 기르다,명사,
시,초급,서울시,명사,06
시,초급,몇 시/태어난 시,명사/의존명사,10
시간,초급,이 걸리다,명사/의존명사,04
시간표,초급,를 짜다,명사,
시계,초급,시간,명사,02
시골,초급,에 살다,명사,
시끄럽다,초급,소리가,형용사,
시내,초급,시외,명사,03
시다,초급,맛이,형용사,01
시민,초급,을 설득하다,명사,
시어머니,초급,를 모시다,명사,
시원하다,초급,공기가,형용사,
시월,초급,달(월),명사,01
시작,초급,끝,명사,01
시장,초급,에 가다,명사,04
시청,초급,시청 공무원,명사,01
시키다,초급,일을,동사,01
시험,초급,을 보다,명사,03
식구,초급,가족,명사,01
식다,초급,국이,동사,01
식당,초급,에서 식사하다,명사,
식빵,초급,을 먹다,명사,
식사,초급,를 하다,명사,03
식초,초급,를 넣다,명사,
식탁,초급,을 차리다,명사,
식품,초급,을 섭취하다,명사,01
신다,초급,양말을,동사,
신랑,초급,신부,명사,02
신문,초급,을 읽다,명사,10
신발,초급,을 신다,명사,
신부,초급,신랑,명사,10
신분증,초급,을 확인하다,명사,
신선하다,초급,과일이,형용사,03
신청,초급,을 받다,명사,01
신호,초급,를 기다리다,명사,01
신호등,초급,을 기다리다,명사,
신혼여행,초급,을 떠나다,명사,
싣다,초급,짐을,동사,01
실례,초급,가 되다,명사,01
실수,초급,를 하다,명사,01
실패,초급,성공,명사,02
싫다,초급,일이,형용사,01
싫어하다,초급,몹시 싫어하다,동사,
심다,초급,나무를,동사,01
심심하다,초급,지루하고 심심하다,형용사,01
심하다,초급,장난이,형용사,
십,초급,숫자,수사/관형사,
십만,초급,숫자,수사·관형사,
십이월,초급,달(월),명사,
십일월,초급,달(월),명사,
싱겁다,초급,맛이,형용사,
싸다,초급,짐을,동사,01
싸다,초급,가격이,형용사,05
싸우다,초급,친구와,동사,
쌀,초급,보리,명사,
쌀쌀하다,초급,날씨가,형용사,
쌓다,초급,물건을,동사,
썰다,초급,오이를,동사,01
쓰다,초급,글자를,동사,01
쓰다,초급,모자를,동사,02
쓰다,초급,컴퓨터를,동사,03
쓰다,초급,맛이,형용사,06
쓰레기,초급,를 줍다,명사,
쓰레기통,초급,을 버리다,명사,
씨,초급,마이클 씨,의존명사,07
씹다,초급,껌을,동사,01
씻다,초급,손을,동사,
아,초급,"아, 그래요?",감탄사,02
아가씨,초급,아줌마,명사,
아기,초급,가 울다,명사,01
아까,초급,아까 먹다,부사/명사,
아나운서,초급,직업,명사,
아내,초급,남편,명사,01
아니,초급,대답,감탄사,02
아니다,초급,−,형용사,
아니요,초급,대답,감탄사,
아들,초급,을 낳다,명사,
아래,초급,위치,명사,01
아래쪽,초급,방향,명사,
아르바이트,초급,를 구하다,명사,
아름답다,초급,모습이,형용사,
아마,초급,아마 -을 것이다,부사,01
아무,초급,아무도/아무 데도,관형사/대명사,01
아무것,초급,이나 괜찮다,명사,
아무리,초급,아무리 아이라고 해도,부사,
아버님,초급,가족,명사,
아버지,초급,가족,명사,
아빠,초급,가족,명사,
아이,초급,어른,명사,01
아이스크림,초급,을 먹다,명사,
아저씨,초급,아주머니,명사,
아주,초급,아주 쉽다,부사,01
아주머니,초급,아저씨,명사,
아줌마,초급,아주머니,명사,
아직,초급,아직 없다,부사,01
아침,초급,이 되다,명사,
아파트,초급,에 살다,명사,
아프다,초급,다리가,형용사,
아홉,초급,숫자,수사/관형사,
아흔,초급,숫자,수사/관형사,
악기,초급,를 연주하다,명사,05
안,초급,밖,명사,01
안,초급,안 춥다,부사,02
안개,초급,가 끼다,명사,
안경,초급,을 쓰다,명사,03
안내,초급,관광,명사,01
안내문,초급,을 받다,명사,
안녕,초급,친구야! 안녕.,명사/감탄사,
안녕히,초급,안녕히 계세요,부사,
안다,초급,아기를,동사,01
안되다,초급,공부가,동사,01
안전,초급,을 지키다,명사,03
안쪽,초급,바깥쪽,명사,
앉다,초급,의자에,동사,
알다,초급,사실을,동사,
알리다,초급,사실을,동사,
알맞다,초급,크기가 ,형용사,
알아보다,초급,정보를,동사,
앞,초급,으로 나가다,명사,
앞쪽,초급,으로 향하다,명사,
애,초급,어른,명사,02
애인,초급,연인,명사,02
앨범,초급,사진,명사,
야,초급,"야, 같이 가자",감탄사,04
야구,초급,축구,명사,02
야채,초급,를 먹다,명사,
약,초급,약 1시간,관형사,03
약,초급,을 먹다,명사,07
약간,초급,약간 크다,부사/명사,
약국,초급,에 가다,명사,02
약사,초급,가 되다,명사,04
약속,초급,을 지키다,명사,
약하다,초급,힘이,형용사,01
얇다,초급,두께가,형용사,
양말,초급,을 신다,명사,01
양복,초급,을 입다,명사,01
양식,초급,한식,명사,03
양식집,초급,에 가다,명사,
양치질,초급,을 하다,명사,
얘기,초급,를 들려주다,명사,
어,초급,"어, 이게 뭐야?",감탄사,02
어깨,초급,신체,명사,01
어느,초급,어느 나라,관형사,01
어둡다,초급,조명이,형용사,
어디,초급,어디예요?,대명사,01
어떠하다,초급,생각이,형용사,
어떤,초급,어떤 느낌,관형사,
어떻다,초급,마음이,형용사,
어렵다,초급,문제가 ,형용사,
어른,초급,이 되다,명사,01
어리다,초급,나이가,형용사,03
어린아이,초급,와 놀다,명사,
어린이,초급,사람,명사,01
어머니,초급,가족,명사,01
어머님,초급,가족,명사,
어서,초급,어서 일어나,부사,01
어울리다,초급,사람들과,동사,
어제,초급,오늘,부사/명사,01
어젯밤,초급,시간,명사,
억,초급,숫자,수사·관형사,04
언니,초급,가족,명사,
언어,초급,로 표현하다,명사,01
언제,초급,언제예요?,대명사/부사,01
언제나,초급,언제나 함께,부사,
얻다,초급,물건을 ,동사,01
얼굴,초급,신체,명사,01
얼다,초급,얼음이,동사,01
얼마,초급,얼마예요?,명사,
얼마나,초급,얼마나 예쁜지,부사,
얼음,초급,이 녹다,명사,01
엄마,초급,가족,명사,
없다,초급,재미가,형용사/동사,01
엉덩이,초급,신체,명사,
에어컨,초급,을 켜다,명사,
엘리베이터,초급,를 타다,명사,
여권,초급,을 발급하다,명사,02
여기,초급,장소,대명사,01
여기저기,초급,장소,명사,
여덟,초급,숫자,수사·관형사,
여동생,초급,가족,명사,
여든,초급,숫자,수사·관형사,
여러,초급,여러 나라,관형사,
여러분,초급,국민 여러분,대명사,
여름,초급,계절,명사,01
여보세요,초급,전화,감탄사,
여섯,초급,숫자,수사·관형사,
여성,초급,남성,명사,01
여자,초급,남자,명사,02
여쭙다,초급,선생님께,동사,
여학생,초급,남학생,명사,
여행,초급,을 가다,명사,02
여행사,초급,에서 일하다,명사,
여행지,초급,로 떠나다,명사,
역,초급,에 내리다,명사,14
역사,초급,한국의,명사,04
역시,초급,나 역시,부사,01
연결,초급,을 끊다,명사,01
연극,초급,을 보다,명사,
연락,초급,을 주다,명사,02
연락처,초급,를 남기다,명사,
연말,초급,이 되다,명사,01
연세,초급,가 드시다,명사,02
연습,초급,피아노 연습,명사,03
연예인,초급,직업,명사,
연필,초급,로 쓰다,명사,
연휴,초급,연휴 동안 쉬다,명사,02
열,초급,숫자,수사·관형사,03
열,초급,이 나다,명사,07
열다,초급,문을,동사,02
열리다,초급,문이,동사,02
열쇠,초급,로 열다,명사,
열심히,초급,열심히 공부하다,부사,
열차,초급,를 타다,명사,02
열흘,초급,시간,명사,
엽서,초급,를 보내다,명사,02
영,초급,숫자,명사,14
영국,초급,나라,명사,01
영수증,초급,을 받다,명사,
영어,초급,언어,명사,02
영하,초급,로 떨어지다,명사,
영화,초급,를 보다,명사,01
영화관,초급,에 가다,명사,01
영화배우,초급,직업,명사,
옆,초급,오른쪽 옆,명사,
옆집,초급,에 살다,명사,
예,초급,대답,감탄사,06
예매,초급,영화표 예매,명사,01
예쁘다,초급,얼굴이,형용사,
예순,초급,숫자,수사·관형사,
예술,초급,예술 작품,명사,
예습,초급,복습,명사,
예약,초급,호텔 예약,명사,
옛,초급,옛 친구,관형사,01
옛날,초급,먼 옛날,명사,
오,초급,숫자,수사·관형사,04
오늘,초급,시간,부사/명사,
오다,초급,한국에,동사,01
오래,초급,오래 쓰다,부사,02
오래간만,초급,오래간만에 만나다,명사,
오래되다,초급,집이 ,형용사,
오랜만,초급,오랜만에 만나다,명사,
오랫동안,초급,오랫동안 사귀다,명사,
오렌지,초급,과일,명사,
오르다,초급,값이,동사,
오른손,초급,왼손,명사,
오른쪽,초급,왼쪽,명사,
오빠,초급,가족,명사,
오십,초급,숫자,수사/관형사,
오월,초급,달(월),명사,01
오이,초급,채소,명사,01
오전,초급,오후,명사,02
오후,초급,오전,명사,02
온도,초급,가 높다,명사,
올라가다,초급,나무에,동사,
올라오다,초급,산에,동사,
올리다,초급,값을,동사,01
올림,초급,편지,명사,01
올림픽,초급,올림픽 경기,명사,
올해,초급,시간,명사,
옳다,초급,생각이,형용사,01
옷,초급,을 입다,명사,01
옷걸이,초급,에 걸다,명사,
옷장,초급,에 넣다,명사,02
와,초급,"와, 정말 반갑다",감탄사,02
와이셔츠,초급,를 입다,명사,
완전히,초급,완전히 끝나다,부사,
왕,초급,이 되다,명사,04
왜,초급,왜 그래?,부사,02
왜냐하면,초급,−,부사,
외국,초급,에 가다,명사,02
외국어,초급,로 말하다,명사,
외국인,초급,을 만나다,명사,
외롭다,초급,삶이,형용사,
외우다,초급,단어를,동사,01
외출,초급,을 준비하다,명사,
왼손,초급,오른손,명사,
왼쪽,초급,오른쪽,명사,
요금,초급,전화 요금,명사,01
요리,초급,방법,명사,05
요리사,초급,직업,명사,
요일,초급,시간,명사,
요즘,초급,시간,명사,
우동,초급,을 먹다,명사,02
우리,초급,우리 가족,대명사,03
우리나라,초급,우리나라 사람,명사,
우산,초급,을 쓰다,명사,01
우선,초급,먼저,부사,02
우유,초급,를 마시다,명사,02
우체국,초급,에 가다,명사,
우표,초급,를 붙이다,명사,
운동,초급,운동 시설,명사,02
