Word,Level,Guideword,Part of Speech,Topic
left-hand,A2,,adjective,describing things
left-wing,C1,,adjective,politics
leg,A1,,noun,body and health
legacy,C2,SITUATION,None | noun,None
legal,B2,ALLOWED | TO DO WITH LAW,adjective,crime
legally,B2,,adverb,crime
legend,B2,STORY,noun,communication | people: personality
legendary,C1,ANCIENT | FAMOUS,adjective,
legislation,C2,,noun,crime
legitimate,C2,LEGAL | REASONABLE,adjective,crime
leisure,B1,,noun,shopping
lemon,A2,,noun,food and drink
lemonade,A2,,noun,food and drink
lend,A2,GIVE,verb,money | people: actions
length,B1,DISTANCE,noun,describing things
lengthen,C1,,verb,
lengthy,C1,,adjective,
lenient,C2,,adjective,crime
leopard,B2,,noun,animals
less,A2,,adverb | determiner | pronoun,describing things
lessen,C1,,verb,
lesson,A1,TEACHING PERIOD,noun,education
let,B1,ALLOW,verb,
lethal,C2,,adjective,
letter,A1,MESSAGE,noun,communication
lettuce,B1,,noun,food and drink
level,A2,ABILITY,adjective | noun,describing things
liability,C1,RESPONSIBILITY | TROUBLE,noun,
liable,C1,RESPONSIBLE,adjective,
liar,B2,,noun,people: personality
liberal,C1,POLITICS | SOCIETY,adjective,people: personality | politics
liberation,C1,,noun,
liberty,B2,FREEDOM,noun,
library,A2,,noun,buildings
license,A2,,noun,communication
lick,B2,,verb,people: actions
lid,B2,,noun,
lie,A2,BODY,None | noun | verb,communication | None | people: actions
life,A1,TIME,None | noun,None | people: personality
lifelong,C2,,adjective,
lifestyle,B2,,noun,
lifetime,B2,,noun,
lift,A2,,noun | verb,people: actions | travel
light,A1,PALE,adjective | noun | verb,buildings | describing things | people: actions
lighter,B1,,noun,
lighting,B2,,noun,
lightly,B1,GENTLY,adverb,
lightning,B1,,noun,natural world
like,A1,ENJOY,conjunction | preposition | verb,people: personality
likelihood,C2,,noun,
likely,B1,,adjective | adverb,
likes,B1,,,people: personality
likewise,C2,,adverb,
limit,B1,LARGEST POSSIBLE AMOUNT,noun | verb,describing things | people: actions
limitation,C1,RULE,noun,
limitations,C1,,phrase,
limited,B1,SMALL,adjective,describing things
line,A2,LONG MARK,noun | verb,communication | technology | travel
linen,C2,CLOTH,noun,
linens,C1,,phrase,
lines,C2,IDIOM,,
linger,C2,,verb,
linguistic,C1,,adjective,
link,B1,COMPUTER,noun | verb,technology
lion,A2,,noun,animals
lip,B1,,noun,body and health
liquid,B1,,noun,
list,A2,,noun | verb,communication
listen,A1,HEAR,verb,communication | people: actions
listener,C1,,noun,
liter,A2,,noun,describing things
literacy,C1,,noun,
literal,C2,,adjective,
literally,B2,,adverb,
literary,B2,,adjective,arts and media
literate,C2,,adjective,
literature,B1,BOOKS,noun,arts and media
litter,B2,,noun,
little,A1,SMALL | YOUNG,adjective | adverb | determiner | pronoun,communication | describing things | people: appearance
live,B1,AS IT HAPPENS | BE ALIVE | SPEND LIFE,adjective | verb,arts and media
lively,B1,,adjective,people: personality
liver,B2,,noun,body and health
living,B2,,adjective | noun,money | work
ll,C2,,,None
load,B2,AMOUNT CARRIED | PUT ON COMPUTER,None | noun | verb,describing things | None | people: actions | technology
loads,None,None,,None
loaf,B2,,noun,food and drink
loan,B1,MONEY,noun,money
loathe,C2,,verb,
loathing,C2,,noun,
lobby,B2,,noun | verb,buildings | communication
local,B1,,adjective | noun,
locate,B2,FIND,verb,people: actions
located,None,None,,None
location,B1,PLACE,noun,
lock,B1,WITH KEY,noun | verb,people: actions
loft,C2,APARTMENT | ROOM | SPACE,noun,buildings
log,C1,,noun,natural world
logic,C1,,noun,
logical,B2,,adjective,
logically,C2,,adverb,
logo,B1,,noun,communication
loneliness,C1,,noun,
lonely,B1,PERSON,adjective,people: personality
long,A1,DISTANCE | TIME,adjective | adverb,communication | describing things
long-distance,B2,,adjective,
long-lasting,C2,,adjective,
long-running,C2,,adjective,
long-term,B2,,adjective,
long-time,C1,,adjective,
longer,B1,,,
longevity,C2,,noun,body and health
longing,C2,,noun,
look,A1,SEARCH | SEE,noun | verb,clothes | people: actions | people: appearance
looking,C2,,,
looks,B2,,,communication | None | people: appearance
loom,C2,APPEAR | WORRY,verb,
loose,B1,CLOTHES,adjective,
loosen,C2,,verb,
lose,A2,NOT FIND,None | verb,money | None | people: actions | shopping
loss,B2,DEATH | NOT HAVING,noun,money
lost,A2,PERSON,adjective,
lot,A1,,,describing things | None | travel
lottery,B1,,noun,money | shopping
loud,A2,,adjective | adverb,describing things
loudly,B1,,adverb,
lounge,C1,,noun,buildings
love,A1,LIKE SOMETHING | ROMANCE,None | noun | verb,None | people: personality | relationships
lovely,B2,BEAUTIFUL | ENJOYABLE,adjective,describing things
lover,B1,PERSON,noun,relationships
low,B1,NOT HIGH,adjective | adverb | None,describing things | None | people: personality
lower,B2,MOVE | REDUCE,verb,people: actions
loyal,B2,,adjective,people: personality
loyalty,B2,,noun,people: personality
luck,A2,CHANCE,noun,
luckily,B1,,adverb,
lucky,A2,,adjective,
lucrative,C2,,adjective,money
luggage,A2,,noun,travel
lumber,C2,,noun,
lump,C2,PIECE,noun,
lunch,A1,,noun,food and drink
lunchtime,A2,,noun,food and drink
lung,B2,,noun,body and health
lure,C2,,noun | verb,
luxurious,C1,,adjective,describing things
luxury,B1,COMFORT,noun,
lyrics,B2,,noun,arts and media
m,A1,,,communication
ma,B1,,,
machine,A2,,noun,technology
machinery,C1,,noun,technology
mad,A2,ANGRY,adjective,body and health | people: personality
madam,B1,WOMAN,noun,communication
made,None,None,,None
magazine,A2,,noun,arts and media
magic,A2,ENTERTAINMENT | SPECIAL POWERS,adjective | noun,
magical,B2,SPECIAL POWERS | SPECIAL QUALITY,adjective,
magnetic,C1,INFORMATION | PERSONALITY,adjective,people: personality
magnificent,B1,,adjective,describing things
magnificently,C1,,adverb,
mail,A2,E-MAIL | LETTERS | SYSTEM,noun | verb,communication | technology
main,B1,MOST IMPORTANT,adjective,describing things
mainly,B1,,adverb,communication
mainstream,C2,,adjective,
maintain,B2,CONTINUE TO HAVE | KEEP IN GOOD CONDITION,verb,communication | people: actions
maintenance,B2,,noun,people: actions
major,B2,,adjective | noun,education
majority,B2,,noun,describing things
make,A1,PRODUCE,None | verb,money | None | people: actions | travel | work
maker,B2,,noun,
makeup,A2,,noun,people: appearance
male,B1,,adjective | noun,animals | people: appearance
malicious,C2,,adjective,people: personality
mall,B1,,noun,buildings | shopping
mammal,C1,,noun,animals
man,A1,MALE,noun,people: appearance
manage,B1,CONTROL | SUCCEED,verb,people: actions | work
management,B2,,noun,work
manager,A2,,noun,work
mango,A2,,noun,food and drink
mankind,B2,,noun,
manner,B2,BEHAVIOR | WAY,noun,
manners,B2,,phrase,
mansion,C1,,noun,buildings
manual,B2,PHYSICAL WORK | WITH HANDS,adjective | noun,communication | people: actions | work
manufacture,B2,,verb,work
manufacturer,B2,,noun,work
manufacturing,B2,,noun,work
many,A1,LARGE NUMBER,determiner,describing things
map,A2,,noun,travel
marathon,B2,,noun,shopping
march,A1,,noun | verb,people: actions
margin,C2,DIFFERENCE | PROFIT | SPACE,noun,communication
marginal,C2,,adjective,describing things
mark,A2,SCORE,noun | verb,communication | education | people: actions
market,A2,PLACE,noun,shopping
marketing,B2,,noun,shopping
marks,B2,,,communication
marriage,B1,,noun,relationships
married,None,WITH WIFE,None,None
marry,B1,,verb,people: actions | relationships
martial,B2,,,shopping
marvelous,B1,,adjective,describing things
masculine,C1,,adjective,
mask,B2,,noun,clothes
mass,C1,LARGE NUMBER,adjective,
massacre,C2,,noun,crime
massive,B2,,adjective,describing things
master,B2,IN CHARGE,noun,people: personality
masterpiece,C2,,noun,arts and media
mat,C1,,noun,
match,A2,COMPETITION,noun | verb,people: actions | shopping
material,B1,CLOTH | DOCUMENTS,noun,communication
materialism,C2,,noun,
materialist,C2,,adjective | noun,people: personality
materialistic,C2,,adjective,
math,A2,,noun,education
mathematical,B2,,adjective,
matter,A2,,noun | verb,communication
matters,B2,,,
mature,B2,,adjective,people: personality
maximize,C2,,verb,
maximum,B1,,adjective | noun,describing things
may,A1,,modal verb | None | noun,communication | None
maybe,A2,POSSIBLY | SUGGEST,adverb,communication
mayor,B2,,noun,politics | work
me,A1,,pronoun,
meal,A1,,noun,food and drink
mean,A2,MEANING,adjective | verb,communication | people: personality
meaning,B1,EXPRESS,noun,communication
meaningful,B2,USEFUL | WITH MEANING,adjective,
means,B2,METHOD,noun,money
meant,None,None,,None
meantime,B2,,,
meanwhile,B1,,adverb,
measure,B2,FIND SIZE | METHOD,noun | verb,describing things | people: actions
measurement,B2,SIZE,noun,describing things
meat,A1,,noun,food and drink
mechanic,A2,,noun,technology | work
mechanical,B2,MACHINES,adjective,people: personality | technology
mechanism,C1,PART OF EQUIPMENT | SYSTEM,noun,
medal,B2,,noun,
media,B2,,,arts and media
medical,B2,,adjective,body and health
medically,C2,,adverb,body and health
medication,C2,,noun,
medicine,A2,SUBSTANCE,noun,body and health | education
medieval,B2,,adjective,describing things
mediocre,C2,,adjective,describing things
mediocrity,C2,,noun,
medium,B1,,adjective | noun,describing things
meet,A1,COME TOGETHER | INTRODUCE,verb,people: actions | relationships
meeting,A2,,noun,communication
melody,C2,,noun,arts and media
melon,A2,,noun,food and drink
melt,B2,,verb,
member,A2,,noun,relationships
membership,B1,BEING A MEMBER,noun,
memo,C1,,noun,communication
memorable,B2,,adjective,
memorial,C2,,noun,
memory,A2,COMPUTING,noun,people: personality | technology
mental,B2,,adjective,people: personality
mentality,C1,,noun,
mentally,B2,,adverb,people: personality
mention,B1,,noun | verb,communication
menu,A2,COMPUTING | FOOD,noun,food and drink | technology
merciful,C2,,adjective,
merciless,C2,,adjective,people: personality
mercy,C2,KINDNESS,noun,people: personality
mere,B2,,adjective,describing things
merely,B2,NOTHING MORE,adverb,describing things
merge,C2,,verb,people: actions
merger,C2,,noun,
merit,C1,,noun | verb,
mess,B1,NOT NEAT,noun,
message,A1,INFORMATION,noun,communication
messy,B1,,adjective,
metal,B1,,noun,natural world
metaphor,C2,,noun,communication
meter,A2,,noun,describing things
method,B1,,noun,
meticulous,C2,,adjective,
microphone,B2,,noun,technology
middle,B2,CENTRAL,adjective,describing things
middle-aged,B1,,adjective,people: appearance
middle-class,C1,,adjective,
midnight,A2,,noun,
might,A2,POSSIBLY HAPPEN,modal verb,
mighty,C2,,adjective,
migration,C1,,noun,
mild,B1,WEATHER,adjective,describing things | food and drink | natural world
mile,B1,,noun,describing things
miles,C1,,phrase,
military,B2,,adjective,
milk,A1,,noun,food and drink
millennium,C2,,noun,
millimeter,B1,,noun,describing things
million,A2,,noun | number,
mind,B1,ANNOYED | THINKING,noun | verb,people: personality
minds,C1,,,
mine,A2,,noun | pronoun,
miner,C1,,noun,work
mineral,A2,,,food and drink
mingle,C1,TALK,verb,
miniature,C2,,adjective,
minimal,C1,,adjective,describing things
minimize,C1,,verb,
minimum,B1,,adjective | noun,describing things
mining,C1,,noun,
minister,B2,,noun,politics | work
ministry,C1,,noun,
minor,B2,,adjective,
minority,B2,LESS THAN HALF,noun,describing things
mint,B2,,noun,food and drink
minus,A2,,preposition,
minute,A1,60 SECONDS,adjective | noun,describing things
minutes,None,None,,None
miracle,B2,,noun,
mirror,A2,,noun,buildings
misbehave,C1,,verb,
miserable,B1,UNHAPPY,adjective,people: personality
misery,B2,,noun,people: personality
misfortune,C1,,noun,
mishap,C2,,noun,
misinform,C1,,verb,
misinterpret,C2,,verb,communication
misinterpretation,C2,,noun,communication
mislead,C1,,verb,communication
misleading,B2,,adjective,communication
misplace,C2,,verb,
miss,A1,,None | noun | verb,communication | None | people: actions | people: personality | travel
missile,C2,,noun,
missing,A2,LOST,adjective,
mission,B2,PURPOSE,noun,work
mist,B2,,noun,natural world
mistake,A2,WRONG ACTION,noun,
mistaken,C1,,adjective,
misty,B2,,adjective,natural world
misunderstand,B2,NOT UNDERSTAND,verb,
misunderstanding,B2,,noun,
misunderstood,C2,,,
misuse,C1,,noun | verb,
mix,A2,COMBINE SUBSTANCES,None | noun | verb,None | people: actions | relationships
mixture,B2,SUBSTANCE,None | noun,None
moan,C2,COMPLAIN | SOUND,verb,communication
modal,B1,,,
mode,C1,,noun,
model,A2,COPY | DESIGN,noun,technology | work
moderate,C1,,adjective | verb,describing things
moderately,C2,,adverb,describing things
moderation,C1,,,
modern,A2,NEW,adjective,
modest,B2,NOT LARGE,adjective,describing things | people: personality
modestly,C1,BY SMALL AMOUNT,adverb,
modification,C1,,noun,
modified,C1,,,
modify,C1,,verb,
mom,A1,,noun,relationships
moment,A2,SHORT TIME,noun,
momentum,C2,,noun,
monday,A1,,noun,
monetary,C2,,adjective,money
money,A1,,noun,money
monitor,B2,PERSON | SCREEN,noun | verb,people: actions | technology | work
monkey,A2,,noun,animals
monopoly,C2,,noun,
monotonous,C1,,adjective,describing things
monoxide,B2,,,natural world
monster,B1,CREATURE,noun,people: personality
month,A1,FOUR WEEKS | PART OF YEAR,noun,
monthly,B1,,adjective,
monument,B2,STRUCTURE,None | noun,buildings | None
mood,B1,WAY YOU FEEL,noun,people: personality
moon,A2,,,natural world
moonlight,B2,,noun,natural world
moral,B2,RIGHT,adjective | noun,
morale,C2,,noun,
morally,B2,,adverb,
morals,C2,,phrase,
more,A1,GREATER AMOUNT | IN ADDITION,adverb | determiner,describing things
moreover,B2,,adverb,communication
morning,A1,PART OF DAY,noun,
mortality,C2,,noun,body and health
mosque,A2,,noun,buildings
mosquito,B1,,noun,animals
most,A2,ALMOST ALL | MORE,adverb | determiner | pronoun,describing things
mostly,B1,,adverb,
mother,A1,,noun,relationships
mother-in-law,B2,,noun,relationships
motion,C2,MOVEMENT | SUGGESTION,noun,communication
motions,C2,IDIOM,,
motivate,C1,CAUSE | ENTHUSIASTIC,verb,communication
motivated,B2,,adjective,people: personality
motivation,B2,ENTHUSIASM,noun,people: personality
motive,B2,,noun,
motor,B2,,noun,technology | travel
motorcycle,A2,,noun,travel
motorist,B2,,noun,travel
mount,C2,INCREASE | RIDE,verb,people: actions
mountain,A2,,noun,describing things | natural world
mouse,A2,ANIMAL | COMPUTER,noun,animals | technology
mouth,A1,,noun,body and health
move,A2,CHANGE POSITION,noun | verb,buildings | people: actions | people: personality
movement,B2,CHANGE OF POSITION,noun,people: actions
movie,A1,PICTURE,noun,arts and media
movies,A1,,,arts and media
moving,B2,,adjective,people: personality
mp,A2,,,technology
mr,A1,,,
mrs,A1,,,
ms,A2,,,
much,A1,QUESTION,adverb | determiner | None,describing things | None
mud,B2,,noun,natural world
muddle,C2,,noun,
muddled,C2,,adjective,
muddy,B2,,adjective,
mug,A2,,noun,food and drink
multiple,C1,,adjective,
mumble,B2,,verb,communication
mundane,C1,,adjective,describing things
municipal,C1,,adjective,
murder,B1,,noun | verb,crime | people: actions
murderer,B1,,noun,crime
murmur,C2,,noun | verb,
muscle,B2,IN BODY,noun,body and health
museum,A1,,noun,buildings
mushroom,A2,,noun,food and drink
music,A1,SOUNDS,noun,arts and media
musical,A2,RELATED TO MUSIC,adjective | noun,arts and media | people: personality
musically,C2,,adverb,arts and media
musician,B1,,noun,arts and media | work
must,A2,NECESSARY,modal verb,
mustache,B1,,noun,people: appearance
mustard,C1,,noun,food and drink
mutter,B2,,verb,communication
mutual,C1,OPINION,adjective | None,None
my,A1,,determiner,
myself,A2,REFLEXIVE,pronoun,
mysterious,B2,,adjective,
mysteriously,C1,,adverb,
mystery,B1,,noun,
myth,B2,STORY,noun,communication
n,A2,,,communication
nail,B2,BODY PART | METAL,noun,body and health
naive,C1,,adjective,people: personality
naked,B2,NO CLOTHES,adjective,clothes | people: appearance
name,A1,CALL,noun | verb,communication | people: actions | people: personality
namely,C1,,adverb,
names,C2,,,
nap,C1,,noun,
napkin,B2,,noun,
narrative,C2,,noun,arts and media
narrator,C2,,noun,arts and media
narrow,B1,NOT WIDE,adjective | verb,describing things
narrow-minded,C1,,adjective,people: personality
narrowly,B2,,adverb,
nasty,B1,BAD | UNKIND,adjective,describing things | people: personality
nation,B2,,noun,politics
national,A2,,adjective,politics
nationality,A1,,noun,
nationwide,B2,,adjective | adverb,
native,B2,FIRST PEOPLE | PLACE BORN,adjective,animals | natural world
natural,B1,NOT ARTIFICIAL,adjective,people: personality
naturally,B2,AS EXPECTED | NORMALLY,adverb,body and health | people: personality
nature,A2,LIFE,noun,natural world | people: personality
naval,C2,,adjective,
navy,B2,,noun,
near,A1,DISTANCE,adjective | adverb | preposition,describing things
nearby,B1,,adjective | adverb,describing things
nearly,A2,ALMOST,adverb,
nearsighted,B2,,adjective,body and health
neat,B1,ORGANIZED,adjective,describing things
neatly,C1,,adverb,
necessarily,B2,,adverb,communication
necessary,B1,,adjective,
necessity,C1,NEED | SOMETHING NEEDED,noun,
neck,A2,PART OF BODY,noun,body and health | clothes
necklace,A2,,noun,clothes
necktie,C2,,noun,clothes
need,A1,MUST HAVE,noun | verb,
needle,B2,SEWING,noun,body and health
needless,C2,,adjective,
needs,B2,,phrase,people: personality
negative,A2,GRAMMAR,adjective,communication | describing things | people: personality
negatively,B2,,adverb,describing things
neglect,C1,NOT GIVE ATTENTION,noun | verb,
negligence,C2,,noun,
negligent,C2,,adjective,
negligible,C2,,adjective,describing things
negotiate,C1,,verb,communication | politics
negotiation,C1,,noun,communication | politics
neighbor,A2,LIVING NEAR,noun,relationships
neighborhood,B1,,noun,
neighboring,B2,,adjective,
neither,B2,,adverb | pronoun,
nephew,B1,,noun,relationships
nerve,C2,BEING BRAVE | PART OF THE BODY | RUDENESS,noun,body and health | people: personality
nerves,B2,NERVOUS,noun | phrase,people: personality
nervous,B1,,adjective,people: personality
nervously,B2,,adverb,people: personality
nervousness,C1,,noun,people: personality
nest,C2,BIRDS,noun | verb,animals
net,B1,OBJECT,noun,shopping
network,B2,COMPUTERS | CONNECTED PARTS,noun,technology
networking,C1,,noun,
neutral,C1,COLOR | INDEPENDENT,adjective,
never,A1,NOT EVER,adverb,
never-ending,C1,,adjective,
nevertheless,B2,,adverb,communication
new,A1,DIFFERENT | NOT KNOWN BEFORE | RECENTLY CREATED,adjective,describing things | people: personality
newly,B2,,adverb,
news,A2,INFORMATION,noun,communication
newsletter,C1,,noun,
newspaper,A1,TO READ,noun,arts and media
next,A2,AFTER | NEAR,adjective | adverb | pronoun,
next-door,B1,,adjective,
nice,A1,KIND | PLEASANT,adjective,describing things | people: personality
nicely,B2,PLEASANTLY | WELL,adverb,describing things | people: personality
nickname,B1,,noun,
niece,B1,,noun,relationships
night,A1,DARK PERIOD | EVENING,noun,
nightclub,B1,,noun,
nightlife,B1,,noun,
nightmare,B1,BAD DREAM | BAD EXPERIENCE,noun,
nine,A1,,number,
nineteen,A1,,number,
nineties,None,None,,None
ninety,A2,,number,
ninth,A2,,number,
no,A1,NEGATIVE ANSWER | NOT ANY,adverb | determiner,communication | describing things
noble,C1,GOOD | SOCIAL GROUP,adjective,people: personality
nobody,A2,,pronoun,
nod,B2,,verb,communication | people: actions
noise,A1,,noun,
noisy,A2,,adjective,
nominate,C1,,verb,
nomination,C1,,noun,
non-smoking,B2,,adjective,body and health
none,B1,,pronoun,describing things
nonetheless,C1,,adverb,
nonexistent,C1,,adjective,
nonsense,B2,SILLY,noun,communication
noon,A2,,noun,
nor,B2,,,
norm,C1,SOCIETY,noun,
normal,A2,,adjective,
normality,C2,,noun,
normally,B1,USUALLY,adverb,
north,A2,DIRECTION,adjective | adverb | noun,
northeast,B1,,adjective | noun,
northern,B1,,adjective,
northwest,B1,,adjective | noun,
nose,A1,ON FACE,noun,body and health
nostalgia,C2,,noun,
nostalgic,C2,,adjective,
nostril,C2,,noun,body and health
nosy,C2,,adjective,people: personality
not,B1,QUESTIONS,adverb | None,None
notable,C1,,adjective,
notably,C1,,adverb,
note,A1,LETTER,noun | verb,arts and media | communication | people: actions
notebook,A2,,noun,communication
notes,A2,,phrase,communication
nothing,A2,NOT ANYTHING,pronoun,describing things
notice,A2,SIGN,noun | verb,communication | people: actions
noticeable,C1,,adjective,describing things
noticeably,C1,,adverb,
notify,C1,,verb,communication
notion,C1,,noun,
notorious,C1,,adjective,
notwithstanding,C1,,adverb,
noun,A2,,noun,
novel,B1,,noun,arts and media
novelist,B2,,noun,arts and media | work
novelty,C2,NEW THING | QUALITY,noun,
november,A1,,noun,
now,A1,AT PRESENT,adverb | conjunction,
nowadays,B1,,adverb,
nowhere,B1,NOT ANYWHERE,adverb,
nuclear,B2,POWER | WEAPONS,adjective,
nuisance,B2,,noun,people: personality
number,A1,SHOWING SOMETHING | SYMBOL | TELEPHONE,noun | verb,communication | describing things
numerous,C1,,adjective,describing things
nurse,A2,,noun | verb,body and health | work
nursery,B2,,noun,education
nut,B2,,noun,food and drink | natural world
nutrition,C1,,noun,body and health | food and drink
nutritional,C1,,adjective,body and health | food and drink
nutritious,C1,,adjective,body and health | food and drink
nutshell,C1,IDIOM,,
oak,B2,,noun,natural world
obese,C1,,adjective,body and health | people: appearance
obesity,C1,,noun,body and health
obey,B2,,verb,people: actions
object,B1,GRAMMAR | THING,noun | verb,communication
objection,B2,,noun,communication
objective,B2,,adjective | noun,people: personality
objectively,C1,,adverb,
obligation,B2,,noun,
obligatory,C1,REQUIRED,adjective,
oblige,C1,,verb,
obliged,B2,,,
obscene,C2,OFFENSIVE | TOO MUCH,adjective,
observant,C2,,adjective,people: personality
observation,B2,WATCHING,noun,
observe,B2,WATCH,verb,people: actions
observer,C2,,noun,people: actions
obsessed,None,None,,None
obsession,B2,,noun,people: personality
obsessive,C2,,adjective,people: personality
obsolete,C1,,adjective,
obstacle,C1,DIFFICULTY | THING,noun,
obtain,B2,,verb,people: actions
obvious,B1,,adjective,
obviously,B1,,adverb,
occasion,B1,SPECIAL TIME,noun,
occasional,C1,,adjective,
occasionally,B2,,adverb,
occupation,A2,JOB,noun,work
occupy,B2,FILL | KEEP BUSY,verb,people: actions
occur,B2,,verb,
occurrence,C1,EVENT | EXISTENCE,noun,
ocean,A2,,noun,natural world
october,A1,,noun,
odd,B2,,adjective,
oddly,C2,,adverb,
odds,C1,PROBABILITY,noun,
odor,C2,,noun,
of,A1,AMOUNT | BELONG | CONTAINING | NUMBER,None | preposition,describing things | None
off,A2,NOT AT WORK | NOT OPERATING | REMOVED,adjective | adverb | None | preposition,food and drink | money | None | shopping | technology | work
off-putting,C2,,adjective,describing things
offend,B2,,verb,people: personality
offender,B2,,noun,crime
offense,B1,SPORTS,noun,crime | people: personality
offensive,B2,,adjective,people: personality
offer,A2,SAY YOU WILL DO,None | noun | verb,communication | money | None | people: actions | shopping | work
office,A2,INFORMATION | MEDICAL | PLACE,noun,buildings | work
officer,B1,POLICE | POSITION OF AUTHORITY,noun,crime | work
official,B2,APPROVED,adjective | noun,politics | work
officially,C1,,adverb,
offset,C2,,verb,
offspring,C2,,noun,
often,A1,REGULARLY,adverb | None,None
oh,A1,EXPRESS EMOTION | NEW IDEA,exclamation,communication
oil,A2,FOR COOKING,noun,food and drink | natural world
ok,A1,AGREEING,adjective | adverb | exclamation | None,communication | describing things | None
old,A1,AGE | EXISTED MANY YEARS,adjective,describing things | people: appearance
old-fashioned,B1,,adjective,describing things
olive,B1,,noun,food and drink | natural world
omelet,A2,,noun,
omission,C2,,noun,
omit,C1,,verb,people: actions
on,A1,CONNECTED | SURFACE,adverb | None | preposition,arts and media | clothes | describing things | None | travel
once,A2,ONE TIME,adverb | conjunction,
one,A1,,determiner | None | number | pronoun,None
oneself,C1,,pronoun,
ongoing,C2,,adjective,
onion,A2,,noun,food and drink
online,A2,,adjective | adverb,technology
only,A1,NOT MORE,adjective | adverb | conjunction | None,communication | None
onto,B1,MOVEMENT,preposition,
open,A1,DOING BUSINESS | NOT CLOSED,adjective | None | verb,None | people: actions | people: personality | shopping | technology | work
open-minded,C1,,adjective,people: personality
opening,B2,BEGINNING | CEREMONY,adjective | noun,
openly,C1,,adverb,people: personality
openness,C2,,noun,people: personality
opera,A2,,noun,arts and media
operate,B1,TREATMENT,verb,body and health | people: actions | technology | work
operation,B1,MEDICAL PROCEDURE,noun,body and health | work
operator,B2,COMPANY | PERSON CONTROLLING MACHINE,noun,technology | work
opinion,B1,OF PERSON,noun,
opinions,B2,,,communication
opponent,B2,PERSON WHO DISAGREES | SPORT,noun,relationships | shopping
opportunity,B1,CHANCE,noun,work
oppose,B2,,verb,communication
opposed,C1,,,
opposite,A2,,adjective | adverb | noun | preposition,describing things
opposition,C1,DISAGREEMENT,noun,communication | people: personality
opt,C1,,verb,people: actions
optimism,C2,,noun,people: personality
optimist,C1,,noun,people: personality
optimistic,B2,,adjective,people: personality
option,B1,CHOICE,noun,
optional,B2,,adjective,
or,A1,POSSIBILITIES,conjunction,communication
oral,B2,,adjective,communication
orange,A1,FRUIT,adjective | noun,describing things | food and drink
orchestra,B1,,noun,arts and media
orchestral,B2,,adjective,arts and media
ordeal,C2,,noun,
order,A2,REQUEST,noun | verb,communication | food and drink | shopping
ordinary,B1,NOT SPECIAL,adjective,
organ,C1,BODY,noun,arts and media | body and health
organic,B2,,adjective,natural world
organization,B1,GROUP | PLANNING,noun,work
organize,B1,PLAN,verb,people: actions
organized,B2,GOOD AT PLANNING | PLANNED,adjective,people: personality
organizer,B2,,noun,
orientation,C1,POSITION,noun,education | people: personality
origin,B2,CAUSE,None | noun,None
original,B1,FIRST MADE | INTERESTING,adjective | noun,arts and media
originally,B2,,adverb,
originate,None,None,,None
ornament,C2,,noun,
orphan,C2,,noun,relationships
orthodox,C2,IDEA | RELIGION,adjective,
other,A1,ADDITIONAL,determiner | pronoun,describing things
others,B1,,phrase,describing things
otherwise,B1,WHAT WOULD HAPPEN,adverb,
ought,B1,BEST THING,,
ounce,C1,MEASUREMENT,noun,
our,A1,,determiner,
ours,A2,,pronoun,
ourselves,A2,REFLEXIVE,pronoun,
out,A2,NOT THERE | SOCIAL ACTIVITY,adverb | None,None | shopping
out-of-date,B1,,adjective,
outbreak,C2,,noun,
outcome,C1,,noun,
outdoor,B1,,adjective,describing things
outdoors,B1,,adverb,
outer,B2,,adjective,describing things
outgoing,C1,FRIENDLY,adjective,people: personality
outlet,C1,CHEAP STORE | ELECTRICAL CONNECTION,noun,
outline,B2,DESCRIPTION,noun | verb,communication | describing things
outlook,C1,FUTURE,noun,
outnumber,C1,,verb,
output,C2,,noun,
outrage,C1,,noun | verb,crime | people: personality
outrageous,B2,,adjective,people: personality
outs,C2,IDIOM,,
outside,A1,NOT IN BUILDING,adjective | adverb | preposition,describing things
outskirts,B2,,noun,
outstanding,B2,,adjective,describing things
outweigh,C1,,verb,
oval,B2,,adjective,describing things
oven,B1,,noun,food and drink
over,A2,COVERING | MORE THAN,adverb | preposition,describing things
overall,B2,,adverb,communication
overboard,C2,,adverb,
overcome,B2,DEAL WITH,verb,people: actions
overcrowded,C1,,adjective,
overdo,C1,,verb,
overdrawn,C1,,adjective,money
overestimate,C1,,verb,
overflow,C2,CONTENTS | TOO MANY PEOPLE,verb,
overhear,C2,,verb,
overlap,C2,,verb,
overload,C1,TOO FULL,noun | verb,work
overlook,B2,VIEW,verb,
overnight,B1,FOR THE NIGHT,adjective,
overseas,B2,,adjective,
overstay,C2,,,
overtake,B2,,verb,people: actions | travel
overtime,B2,,noun,work
overview,C1,DESCRIPTION | KNOWLEDGE,noun,
overweight,B2,,adjective,
overwhelm,C1,,verb,
overwhelming,C1,,adjective,people: personality
overworked,C1,,adjective,work
owe,B1,HAVE DEBT,verb,money
owing,B2,,,
owl,B2,,noun,animals
own,A2,BELONGING,adjective | verb,
owner,B1,,noun,
ownership,C1,,noun,
oxygen,B2,,noun,natural world
ozone,C1,,noun,
p,A1,,,
pace,B2,SPEED,noun,
pack,A2,,noun | verb,animals | people: actions | travel
package,B2,BOX | CONTAINER | GROUP OF THINGS,noun,
packed,B2,,adjective,
pact,C2,,noun,
